Language,Countries Where Spoken,Country Code,Degree of Endangerment,Speakers,Latitude,Longitude,Fertility Rate Avg,2018 Rank,2018 Score,2018 Band,Number of Countries Spoken,GDP Average (Current US $)
Ongkor Solon,China,CHN,Extinct,0.0,46.7774,83.0456,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Papora,China,CHN,Extinct,0.0,24.2006,120.6037,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Siraiya,China,CHN,Extinct,0.0,23.0013,120.3634,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Taokas,China,CHN,Extinct,0.0,24.4471,120.7232,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Amok,"China, Lao People's Democratic Republic, Myanmar, Thailand",CHN,Critically endangered,,21.361,100.6457,3.1311666666666667,48.0,51.94,Low Proficiency,4,1970486272698.8608
Gangou,China,CHN,Severely endangered,,35.55,102.43,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Mapuche (Chile),Chile,CHL,Definitely endangered,400000.0,-38.5653,-73.081,2.974111111111111,47.0,52.01,Low Proficiency,1,74153803155.28346
Rapanui,Chile,CHL,Severely endangered,2500.0,-27.108,-109.3579,2.974111111111111,47.0,52.01,Low Proficiency,1,74153803155.28346
Huilliche,Chile,CHL,Critically endangered,2000.0,-40.4803,-73.5424,2.974111111111111,47.0,52.01,Low Proficiency,1,74153803155.28346
Qawasqar,Chile,CHL,Critically endangered,20.0,-49.6391,-74.3554,2.974111111111111,47.0,52.01,Low Proficiency,1,74153803155.28346
Yahgan,Chile,CHL,Critically endangered,1.0,-55.0028,-67.4615,2.974111111111111,47.0,52.01,Low Proficiency,1,74153803155.28346
West Frisian,Netherlands,NLD,Vulnerable,350000.0,53.1006,5.6579,1.9331481481481485,3.0,70.31,Very High Proficiency,1,348118202130.25024
Guajiro,"Colombia, Venezuela (Bolivarian Republic of)",COL,Vulnerable,318500.0,11.8673,-71.9824,3.910851851851852,61.0,48.9,Low Proficiency,2,94715051940.54527
Embera (Colombia),Colombia,COL,Vulnerable,95000.0,6.1624,-76.8383,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Páez,Colombia,COL,Definitely endangered,80000.0,2.8237,-76.3117,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Sikuani,"Colombia, Venezuela (Bolivarian Republic of)",COL,Vulnerable,34614.0,3.4256,-68.8183,3.910851851851852,61.0,48.9,Low Proficiency,2,94715051940.54527
Guambiano,Colombia,COL,Definitely endangered,23462.0,2.6138,-76.3906,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Aruaco,Colombia,COL,Vulnerable,14799.0,10.0986,-73.5424,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Waunana (Colombia),Colombia,COL,Vulnerable,11000.0,4.2806,-77.0581,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
"Huitoto (Colombia, Peru)","Colombia, Peru",COL,Definitely endangered,10000.0,-3.0308,-71.8066,3.910851851851852,61.0,48.9,Low Proficiency,2,94715051940.54527
"Kurripako (Colombia, Venezuela)","Colombia, Venezuela (Bolivarian Republic of)",COL,Definitely endangered,10000.0,2.3723,-67.5659,3.910851851851852,61.0,48.9,Low Proficiency,2,94715051940.54527
Kogui,Colombia,COL,Vulnerable,9911.0,10.8548,-74.0258,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Inga,Colombia,COL,Severely endangered,8000.0,1.1658,-77.0011,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Awa Cuaiquer,Colombia,COL,Critically endangered,7500.0,1.4939,-78.5742,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Puinave,"Colombia, Venezuela (Bolivarian Republic of)",COL,Definitely endangered,7377.0,4.434,-68.1591,3.910851851851852,61.0,48.9,Low Proficiency,2,94715051940.54527
Tunebo,"Colombia, Venezuela (Bolivarian Republic of)",COL,Definitely endangered,7231.0,6.4463,-72.0483,3.910851851851852,61.0,48.9,Low Proficiency,2,94715051940.54527
Barí,Colombia,COL,Vulnerable,5000.0,9.0261,-73.2678,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Cubeo (Colombia),Colombia,COL,Vulnerable,5000.0,1.5,-70.5,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Romani (Colombia),Colombia,COL,Vulnerable,4858.0,,,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Piapoko,"Colombia, Venezuela (Bolivarian Republic of)",COL,Definitely endangered,4500.0,4.0396,-68.0712,3.910851851851852,61.0,48.9,Low Proficiency,2,94715051940.54527
Camsá,Colombia,COL,Definitely endangered,3500.0,0.8788,-76.7724,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Cuiba,"Colombia, Venezuela (Bolivarian Republic of)",COL,Severely endangered,2445.0,6.4463,-69.9389,3.910851851851852,61.0,48.9,Low Proficiency,2,94715051940.54527
Damana,Colombia,COL,Definitely endangered,2000.0,10.9196,-73.4985,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Koreguaje,Colombia,COL,Definitely endangered,2000.0,1.0,-75.0,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Sáliba,"Colombia, Venezuela (Bolivarian Republic of)",COL,Severely endangered,2000.0,5.3097,-69.873,3.910851851851852,61.0,48.9,Low Proficiency,2,94715051940.54527
Hupda (Colombia),Colombia,COL,Definitely endangered,1500.0,0.3845,-70.1367,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Palenque Creole,Colombia,COL,Definitely endangered,1500.0,10.0952,-75.1142,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Guayabero,Colombia,COL,Definitely endangered,1118.0,2.6028,-72.3999,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Bora,"Colombia, Peru",COL,Vulnerable,1000.0,-2.7455,-71.8835,3.910851851851852,61.0,48.9,Low Proficiency,2,94715051940.54527
Chimila,Colombia,COL,Severely endangered,900.0,10.0986,-73.89399999999998,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Kuna (Colombia),Colombia,COL,Severely endangered,876.0,7.8633,-76.9042,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Piaroa (Colombia),Colombia,COL,Definitely endangered,800.0,4.0,-68.6666,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Piratapuya (Colombia),Colombia,COL,Critically endangered,600.0,0.8333,-69.5,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Andoke,Colombia,COL,Severely endangered,597.0,-0.769,-72.2351,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Yuhup (Colombia),Colombia,COL,Definitely endangered,550.0,-0.5493,-69.9169,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Siona / Secoya (Colombia),Colombia,COL,Critically endangered,500.0,0.493,-76.2464,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Barasana (Colombia),Colombia,COL,Critically endangered,400.0,0.0769,-70.3894,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
A'ingae / Cofan (Colombia),Colombia,COL,Severely endangered,379.0,0.4525,-76.9191,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Achagua,Colombia,COL,Severely endangered,283.0,4.434,-70.8837,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Cacua,Colombia,COL,Severely endangered,150.0,0.9166,-69.5,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Ocaina (Colombia),Colombia,COL,Severely endangered,126.0,-2.0,-71.5,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Bara (Colombia),Colombia,COL,Critically endangered,100.0,0.05,-70.1733,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Carapana (Colombia),Colombia,COL,Definitely endangered,60.0,0.9337,-70.8178,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Carijona,Colombia,COL,Critically endangered,30.0,-1.2743,-70.1147,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Pisamira,Colombia,COL,Critically endangered,25.0,1.0656,-70.4388,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Totoró,Colombia,COL,Critically endangered,4.0,2.504,-76.4016,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Tinigua,Colombia,COL,Critically endangered,1.0,2.3833,-73.6413,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Opon-Carare,Colombia,COL,Extinct,0.0,6.206,-73.7402,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Pijao,Colombia,COL,Extinct,0.0,3.9519,-75.0146,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Cabiyarí,Colombia,COL,Critically endangered,,0.1208,-71.1474,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Carabayo,Colombia,COL,Extinct,,-1.6666,-70.3333,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Desano (Colombia),Colombia,COL,Definitely endangered,,0.8898,-70.0543,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Jitnu,Colombia,COL,Definitely endangered,,6.5118,-70.8837,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Macaguaje,Colombia,COL,Extinct,,0.0,-75.0,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Macuna (Colombia),Colombia,COL,Definitely endangered,,-0.2636,-70.2026,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Miraña (Colombia),Colombia,COL,Severely endangered,,-1.5818,-70.5651,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Muinane,Colombia,COL,Definitely endangered,,-1.4061,-72.3779,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Nonuya,Colombia,COL,Critically endangered,,-0.747,-71.9165,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Nukak,Colombia,COL,Definitely endangered,,2.3504,-71.3507,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
San Andres Creole,Colombia,COL,Vulnerable,,12.5833,-81.7,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Siriano (Colombia),Colombia,COL,Definitely endangered,,0.8788,-70.2685,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Tanimuca-Letuama,Colombia,COL,Severely endangered,,-0.6262,-70.5432,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Tariana (Colombia),Colombia,COL,Critically endangered,,0.8349,-69.1918,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Tatuyo,Colombia,COL,Definitely endangered,,0.4174,-70.4882,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Tucano (Colombia),Colombia,COL,Vulnerable,,0.6921,-69.8291,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Tuyuca (Colombia),Colombia,COL,Definitely endangered,,0.3515,-70.2026,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Wanano / Kotiria (Colombia),Colombia,COL,Definitely endangered,,1.0106,-69.6423,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Yucuna,Colombia,COL,Definitely endangered,,-1.2633,-70.664,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Yurutí (Colombia),Colombia,COL,Definitely endangered,,1.137,-70.2136,3.910851851851852,61.0,48.9,Low Proficiency,1,94715051940.54527
Adyge,"Iraq, Israel, Jordan, The former Yugoslav Republic of Macedonia, Russian Federation, Syrian Arab Republic, Turkey",IRQ,Vulnerable,300000.0,44.9181,39.7485,5.907259259259264,88.0,40.82,Very Low Proficiency,7,68419850974.99773
Western Armenian (Middle East),"Iraq, Lebanon, Syrian Arab Republic",IRQ,Definitely endangered,200000.0,33.884,35.5133,5.907259259259264,88.0,40.82,Very Low Proficiency,3,68419850974.99773
Barzani Jewish Neo-Aramaic (Iraq),Iraq,IRQ,Extinct,0.0,36.2619,43.9892,5.907259259259264,88.0,40.82,Very Low Proficiency,1,68419850974.99773
Lishana Deni (Iraq),Iraq,IRQ,Extinct,0.0,36.9279,42.5115,5.907259259259264,88.0,40.82,Very Low Proficiency,1,68419850974.99773
Lishanid Noshan (Iraq),Iraq,IRQ,Extinct,0.0,36.1777,44.165,5.907259259259264,88.0,40.82,Very Low Proficiency,1,68419850974.99773
Plautdietsch,Ukraine,UKR,Definitely endangered,300000.0,47.0738,35.5545,1.7429074074074076,44.0,52.86,Moderate Proficiency,1,88289106329.95886
Crimean Tatar (Crimea),Ukraine,UKR,Severely endangered,100000.0,45.3212,34.3212,1.7429074074074076,44.0,52.86,Moderate Proficiency,1,88289106329.95886
Mariupolitan Greek,Ukraine,UKR,Severely endangered,20000.0,47.1364,37.5444,1.7429074074074076,44.0,52.86,Moderate Proficiency,1,88289106329.95886
Karaim (Western Ukraine),Ukraine,UKR,Critically endangered,6.0,50.7538,25.3351,1.7429074074074076,44.0,52.86,Moderate Proficiency,1,88289106329.95886
Gothic,Ukraine,UKR,Extinct,0.0,44.653,33.8598,1.7429074074074076,44.0,52.86,Moderate Proficiency,1,88289106329.95886
Karaim (Crimea),Ukraine,UKR,Extinct,0.0,45.058,33.9477,1.7429074074074076,44.0,52.86,Moderate Proficiency,1,88289106329.95886
Crimean Turkish,Ukraine,UKR,Severely endangered,,44.6764,34.3267,1.7429074074074076,44.0,52.86,Moderate Proficiency,1,88289106329.95886
Nogay (Crimea),Ukraine,UKR,Severely endangered,,45.9435,33.9477,1.7429074074074076,44.0,52.86,Moderate Proficiency,1,88289106329.95886
Pontic Greek,"Armenia, Georgia, Greece, Russian Federation, Turkey, Ukraine",ARM,Definitely endangered,300000.0,40.847,40.0149,2.5565,,,,6,5554943003.779632
Suret,"Armenia, Iran (Islamic Republic of), Iraq, Syrian Arab Republic, Turkey",ARM,Definitely endangered,240000.0,36.4477,43.2971,2.5565,,,,5,5554943003.779632
"Quichua (Cotopaxi, Tungurahua and Chimborazo)",Ecuador,ECU,Definitely endangered,300000.0,-1.8673,-78.9257,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Quichua (Cañar and Azuay),Ecuador,ECU,Severely endangered,90000.0,-2.6577,-78.8378,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Quichua (Imbabura),Ecuador,ECU,Definitely endangered,50000.0,0.1757,-78.2006,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Quichua (Loja),Ecuador,ECU,Severely endangered,45000.0,-3.6236,-79.2388,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Quichua (Napo),Ecuador,ECU,Definitely endangered,40000.0,-0.6371,-77.1459,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Shuar chicham,Ecuador,ECU,Definitely endangered,35000.0,-2.8826,-78.0303,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Quichua (Pastaza),Ecuador,ECU,Definitely endangered,30000.0,-1.7575,-76.8603,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Quichua (Salasaca),Ecuador,ECU,Definitely endangered,8000.0,-1.3511,-78.6511,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Cha'palaa,Ecuador,ECU,Definitely endangered,4000.0,0.9386,-79.0055,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Achuar,"Ecuador, Peru",ECU,Definitely endangered,2500.0,-2.8991,-77.4316,4.37687037037037,66.0,48.52,Low Proficiency,2,27953058718.927097
Tsafiki,Ecuador,ECU,Definitely endangered,2000.0,-0.25,-79.15,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Waotededo,Ecuador,ECU,Vulnerable,2000.0,-1.1864,-76.6296,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Awapit,Ecuador,ECU,Severely endangered,900.0,1.0985,-78.706,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
A'ingae / Cofan (Ecuador),Ecuador,ECU,Definitely endangered,700.0,0.0659,-76.7065,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Siona / Secoya (Ecuador),Ecuador,ECU,Severely endangered,600.0,-0.0659,-76.3989,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Shiwiar,Ecuador,ECU,Severely endangered,100.0,-2.2186,-76.8164,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Sia Pedee,Ecuador,ECU,Critically endangered,30.0,0.9887,-79.1674,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Zaparo,"Ecuador, Peru",ECU,Critically endangered,9.0,-2.2186,-76.5087,4.37687037037037,66.0,48.52,Low Proficiency,2,27953058718.927097
Andoa (Ecuador),Ecuador,ECU,Extinct,0.0,-2.3341,-76.5016,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Tetete,Ecuador,ECU,Extinct,0.0,-0.0109,-76.5966,4.37687037037037,66.0,48.52,Low Proficiency,1,27953058718.927097
Bade,Nigeria,NGA,Vulnerable,250000.0,12.800999999999998,11.1181,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Gera,Nigeria,NGA,Vulnerable,200000.0,10.5553,10.0579,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Reshe,Nigeria,NGA,Vulnerable,44000.0,10.8791,4.6115,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Polci cluster,Nigeria,NGA,Definitely endangered,22000.0,9.9742,9.3328,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Gurdu-Mbaaru,Nigeria,NGA,Severely endangered,15000.0,9.7415,10.4534,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Ngwaba,Nigeria,NGA,Severely endangered,10000.0,9.9904,12.81,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Geji cluster,Nigeria,NGA,Severely endangered,6000.0,10.196,9.5581,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Ilue,Nigeria,NGA,Critically endangered,5000.0,4.9185,8.2397,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Bakpinka,Nigeria,NGA,Critically endangered,3416.0,5.3644,8.2397,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Fyem,Nigeria,NGA,Severely endangered,3000.0,9.6332,8.8632,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Gura,Nigeria,NGA,Severely endangered,3000.0,10.075,6.8499,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Duguza,Nigeria,NGA,Definitely endangered,2000.0,9.9039,9.1186,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Kona,Nigeria,NGA,Severely endangered,2000.0,9.0587,11.2829,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Gyem,Nigeria,NGA,Critically endangered,1000.0,10.3865,9.3122,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Ndunda,Nigeria,NGA,Severely endangered,400.0,6.9482,10.9698,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Defaka,Nigeria,NGA,Critically endangered,200.0,4.538,7.5311,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Dulbu,Nigeria,NGA,Critically endangered,100.0,9.985,10.0579,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Jilbe,Nigeria,NGA,Critically endangered,100.0,11.749,14.5458,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Kiong,Nigeria,NGA,Critically endangered,100.0,5.2906,8.3523,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Mvanip,Nigeria,NGA,Critically endangered,100.0,6.7027,11.2225,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Yangkam,Nigeria,NGA,Critically endangered,100.0,9.1048,9.8904,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Kudu-Camo,Nigeria,NGA,Critically endangered,42.0,11.0166,8.8879,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Luri,Nigeria,NGA,Critically endangered,2.0,9.9255,9.5965,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Sambe,Nigeria,NGA,Critically endangered,2.0,8.6027,8.3825,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Odut,Nigeria,NGA,Extinct,0.0,5.3077,8.2672,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Zeem,Nigeria,NGA,Extinct,0.0,9.8389,9.0911,6.3784629629629634,30.0,56.72,Moderate Proficiency,1,120568296963.83827
Nafusi,Libyan Arab Jamahiriya,LBY,Severely endangered,240000.0,32.6393,13.4252,5.5540370370370375,89.0,39.64,Very Low Proficiency,1,41563993801.331665
Tamahaq (Libya),Libyan Arab Jamahiriya,LBY,Definitely endangered,17000.0,24.9611,10.1733,5.5540370370370375,89.0,39.64,Very Low Proficiency,1,41563993801.331665
Sawkna,Libyan Arab Jamahiriya,LBY,Critically endangered,6000.0,27.252,17.7539,5.5540370370370375,89.0,39.64,Very Low Proficiency,1,41563993801.331665
Awjila,Libyan Arab Jamahiriya,LBY,Severely endangered,3000.0,26.6278,24.5214,5.5540370370370375,89.0,39.64,Very Low Proficiency,1,41563993801.331665
Ghadames,Libyan Arab Jamahiriya,LBY,Vulnerable,2000.0,30.1166,9.5251,5.5540370370370375,89.0,39.64,Very Low Proficiency,1,41563993801.331665
Khowar,Pakistan,PAK,Vulnerable,222800.0,35.8667,71.7956,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Maiya,Pakistan,PAK,Vulnerable,220000.0,35.3151,72.908,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Burushaski,Pakistan,PAK,Vulnerable,87000.0,35.909,74.2153,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Torwali,Pakistan,PAK,Definitely endangered,60000.0,35.5833,72.5,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Bateri,Pakistan,PAK,Definitely endangered,29000.0,34.9073,72.8675,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Kati,"Pakistan, Afghanistan",PAK,Definitely endangered,18700.0,35.3845,71.3177,5.593333333333334,51.0,51.66,Low Proficiency,2,71193650338.79181
Gawar-Bati,"Pakistan, Afghanistan",PAK,Definitely endangered,9500.0,35.158,71.4083,5.593333333333334,51.0,51.66,Low Proficiency,2,71193650338.79181
Phalura,Pakistan,PAK,Definitely endangered,8600.0,35.7264,71.7434,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Dameli,Pakistan,PAK,Severely endangered,5500.0,35.578,71.8684,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Yidgha,Pakistan,PAK,Definitely endangered,5500.0,36.0024,71.6006,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Kalasha,Pakistan,PAK,Severely endangered,5000.0,35.6684,71.7201,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Savi,"Pakistan, Afghanistan",PAK,Definitely endangered,3000.0,35.2085,71.845,5.593333333333334,51.0,51.66,Low Proficiency,2,71193650338.79181
Chilisso,Pakistan,PAK,Severely endangered,2000.0,35.2136,73.2396,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Ushojo,Pakistan,PAK,Definitely endangered,2000.0,35.0209,72.89699999999998,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Bashkarik,Pakistan,PAK,Severely endangered,1500.0,35.2893,72.6168,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Ormuri,"Pakistan, Afghanistan",PAK,Definitely endangered,1000.0,32.518,69.783,5.593333333333334,51.0,51.66,Low Proficiency,2,71193650338.79181
Domaaki,Pakistan,PAK,Severely endangered,500.0,36.0979,73.9627,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Gowro,Pakistan,PAK,Severely endangered,200.0,35.0254,72.9341,5.593333333333334,51.0,51.66,Low Proficiency,1,71193650338.79181
Western Cham,Cambodia,KHM,Vulnerable,200000.0,12.0333,105.4333,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Kaco',Cambodia,KHM,Definitely endangered,1000.0,13.934,107.4222,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Chong,"Cambodia, Thailand",KHM,Severely endangered,500.0,12.9506,102.0374,5.1661666666666655,86.0,42.86,Very Low Proficiency,2,5731637623.610828
Pear,Cambodia,KHM,Severely endangered,250.0,12.4666,102.65,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Samre,Cambodia,KHM,Critically endangered,120.0,12.1166,103.0833,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Kasong,"Cambodia, Thailand",KHM,Critically endangered,50.0,12.564,102.529,5.1661666666666655,86.0,42.86,Very Low Proficiency,2,5731637623.610828
Samray,"Cambodia, Thailand",KHM,Critically endangered,50.0,13.685,101.5931,5.1661666666666655,86.0,42.86,Very Low Proficiency,2,5731637623.610828
Chung (Cambodia),Cambodia,KHM,Critically endangered,20.0,10.6875,103.8084,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Brao,"Cambodia, Lao People's Democratic Republic, Viet Nam",KHM,Severely endangered,,14.1177,106.7644,5.1661666666666655,86.0,42.86,Very Low Proficiency,3,5731637623.610828
Chuang,Cambodia,KHM,Critically endangered,,13.5688,105.0589,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Kraol,Cambodia,KHM,Critically endangered,,13.588,106.9438,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Kravet,Cambodia,KHM,Critically endangered,,14.0175,107.0136,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Krueng,Cambodia,KHM,Severely endangered,,13.8219,106.9938,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Kuay,Cambodia,KHM,Severely endangered,,13.9047,105.3712,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Phnong,Cambodia,KHM,Severely endangered,,12.5525,107.3011,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Samrai,Cambodia,KHM,Critically endangered,,12.5063,102.8344,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
So-ng,Cambodia,KHM,Critically endangered,,11.7244,104.0447,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Stieng,Cambodia,KHM,Severely endangered,,12.1288,106.7852,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Tempuan,Cambodia,KHM,Severely endangered,,13.7238,107.2038,5.1661666666666655,86.0,42.86,Very Low Proficiency,1,5731637623.610828
Tshangla,"Bhutan, China, India",BTN,Vulnerable,193000.0,27.1275,91.9335,5.217037037037037,,,,3,764410232.666049
Dzongkha,Bhutan,BTN,Vulnerable,160000.0,27.44,89.6731,5.217037037037037,,,,1,764410232.666049
Cuona Menba,"Bhutan, China, India",BTN,Vulnerable,50000.0,26.8279,95.3623,5.217037037037037,,,,3,764410232.666049
