Language,Countries Where Spoken,Country Code,Degree of Endangerment,Speakers,Latitude,Longitude,Fertility Rate Avg,2018 Rank,2018 Score,2018 Band,Number of Countries Spoken,GDP Average (Current US $)
Mam (Mexico),Mexico,MEX,Severely endangered,7977.0,17.3661,-93.5334,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Central Pame,Mexico,MEX,Vulnerable,7399.0,21.9208,-99.3741,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
San Francisco del Mar Huave,Mexico,MEX,Critically endangered,6874.0,16.3333,-94.5166,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Northern Tepehuán,Mexico,MEX,Definitely endangered,6802.0,26.4258,-107.2683,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Western Mazatec,Mexico,MEX,Vulnerable,6639.0,18.1351,-96.9057,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Lower Northwestern Otomí,Mexico,MEX,Vulnerable,6509.0,20.1865,-100.1469,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Central Tlapanec,Mexico,MEX,Vulnerable,6191.0,17.2624,-98.7482,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Central Zoque,Mexico,MEX,Definitely endangered,5500.0,17.0965,-93.2095,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Southeastern Tarahumara,Mexico,MEX,Vulnerable,5406.0,26.0891,-106.9645,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
San Dionisio del Mar Huave,Mexico,MEX,Definitely endangered,5165.0,16.3166,-94.75,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Northern Tlapanec,Mexico,MEX,Vulnerable,4771.0,17.4203,-98.7814,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Puebla Mazatec,Mexico,MEX,Vulnerable,4660.0,18.476,-96.8351,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Zapotec of Petapa,Mexico,MEX,Definitely endangered,4613.0,16.8333,-95.1166,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Western Zoque,Mexico,MEX,Vulnerable,4100.0,16.9063,-91.7333,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Mixtec of the Puebla-Oaxaca border,Mexico,MEX,Definitely endangered,3791.0,18.1333,-97.6833,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Eastern Popoloc,Mexico,MEX,Vulnerable,3544.0,18.3322,-97.3471,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Eloxochitlán Mazatec,Mexico,MEX,Vulnerable,3384.0,18.1754,-96.8765,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Ayautla Mazatec,Mexico,MEX,Vulnerable,3192.0,18.019,-96.7441,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Sayultec,Mexico,MEX,Definitely endangered,3150.0,17.8816,-94.9597,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Eastern Tlapanec,Mexico,MEX,Vulnerable,3088.0,17.8135,-98.604,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Southwestern Tepehuan,Mexico,MEX,Vulnerable,2756.0,22.8349,-105.7276,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Chatino of the western lowlands,Mexico,MEX,Definitely endangered,2640.0,16.3049,-97.5466,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Pisaflores Tepehua,Mexico,MEX,Vulnerable,2578.0,20.6883,-98.0125,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Highland Chontal,Mexico,MEX,Severely endangered,2410.0,16.2832,-95.857,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Tlachichilco Tepehua,Mexico,MEX,Definitely endangered,2234.0,20.6205,-98.1991,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Mixtec of the central Ravine,Mexico,MEX,Definitely endangered,1878.0,17.9666,-96.8333,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Chuj (Mexico),Mexico,MEX,Critically endangered,1771.0,16.1203,-92.0407,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Eastern Cuicatec,Mexico,MEX,Vulnerable,1641.0,17.9666,-96.7166,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Huehuetla Tepehua,Mexico,MEX,Definitely endangered,1603.0,20.46,-98.0761,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Northern Cuicatec,Mexico,MEX,Vulnerable,1503.0,17.9511,-96.7384,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Chiquihuitlán Mazatec,Mexico,MEX,Definitely endangered,1502.0,17.9953,-96.7449,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Zapotec of the Valleys north,Mexico,MEX,Severely endangered,1303.0,17.0666,-96.65,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Tecóatl Mazatec,Mexico,MEX,Vulnerable,1300.0,18.1653,-96.9124,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Ozomatlán Totonac,Mexico,MEX,Critically endangered,1276.0,20.1766,-98.0527,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Huehuetlán Mazatec,Mexico,MEX,Vulnerable,1169.0,18.1964,-96.9471,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Mixtec of the southwest of Puebla,Mexico,MEX,Definitely endangered,1074.0,18.6333,-98.0666,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Lowland Chontal,Mexico,MEX,Critically endangered,1060.0,16.0286,-95.6683,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Western Náhuatl,Mexico,MEX,Severely endangered,1041.0,18.3745,-103.3026,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Acatepec Mazatec,Mexico,MEX,Vulnerable,1038.0,18.1621,-96.8766,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Mixtec of Villa de Tututepec,Mexico,MEX,Definitely endangered,1019.0,16.1333,-97.6,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Santa María del Mar Huave,Mexico,MEX,Severely endangered,862.0,16.2166,-94.85,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Mixtec of Santa Cruz Itundujia,Mexico,MEX,Definitely endangered,851.0,16.7666,-97.6,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
"Zapotec of the Southern mountains, northeast",Mexico,MEX,Definitely endangered,849.0,16.2666,-96.2833,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Mixtec of Santa Inés de Zaragoza,Mexico,MEX,Definitely endangered,775.0,17.2333,-97.1666,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Ocopetatillo Mazatec,Mexico,MEX,Vulnerable,757.0,18.1856,-96.9113,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Mountain Guarijío,Mexico,MEX,Vulnerable,696.0,27.8758,-108.553,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Matlatzinca,Mexico,MEX,Definitely endangered,651.0,19.0479,-100.2197,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Central Popoloc,Mexico,MEX,Severely endangered,641.0,18.5842,-97.9295,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
River Guarijío,Mexico,MEX,Vulnerable,617.0,27.5196,-109.2525,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Ocoyoacac Otomí,Mexico,MEX,Severely endangered,609.0,19.2716,-99.4613,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Southern Tlapanec,Mexico,MEX,Severely endangered,592.0,16.7325,-98.6034,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Lacandón,Mexico,MEX,Critically endangered,563.0,16.706,-91.0641,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Zapotec of Zimatlán de Álvarez,Mexico,MEX,Definitely endangered,562.0,16.8666,-96.7833,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Western Tlapanec,Mexico,MEX,Vulnerable,549.0,17.4101,-99.2423,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Akatek (Mexico),Mexico,MEX,Vulnerable,532.0,16.7823,-93.1061,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Seri,Mexico,MEX,Vulnerable,518.0,29.2333,-112.2,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Western Popoloc,Mexico,MEX,Severely endangered,516.0,18.4141,-98.0176,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Jakaltek (Mexico),Mexico,MEX,Severely endangered,504.0,16.3137,-93.2084,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Zapotec of San Antonino el Alto,Mexico,MEX,Definitely endangered,504.0,16.8166,-97.0333,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Ixtenco Otomí,Mexico,MEX,Severely endangered,461.0,19.2495,-97.8943,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Chatino of Zacatepec,Mexico,MEX,Definitely endangered,453.0,16.1333,-97.35,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Valle Nacional Chinantec,Mexico,MEX,Definitely endangered,442.0,17.7747,-96.3034,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Tabasco Náhuatl,Mexico,MEX,Critically endangered,434.0,18.0026,-93.3722,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
"Zapotec of the Southern mountains, eastern lowlands",Mexico,MEX,Definitely endangered,420.0,16.2,-96.7,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Western Otomí,Mexico,MEX,Severely endangered,415.0,19.4335,-100.3456,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Tlahuica,Mexico,MEX,Severely endangered,405.0,18.9664,-99.4137,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Mixtec of Zapotitlán,Mexico,MEX,Severely endangered,396.0,18.3333,-97.4666,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Mixtec of San Pedro Tidaá,Mexico,MEX,Severely endangered,384.0,17.35,-97.3833,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Northern Pame,Mexico,MEX,Definitely endangered,337.0,21.9955,-99.6458,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Misantla Totonac,Mexico,MEX,Critically endangered,325.0,19.865,-96.7755,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Southern Zoque,Mexico,MEX,Definitely endangered,312.0,16.7138,-93.1194,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Tilapa Otomí,Mexico,MEX,Severely endangered,292.0,18.8923,-99.2986,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
"Zapotec of the Valleys, central",Mexico,MEX,Severely endangered,257.0,16.85,-96.6666,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Texistepecan,Mexico,MEX,Severely endangered,250.0,17.8941,-94.8163,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Zapotec of San Bartolo Yautepec,Mexico,MEX,Severely endangered,246.0,16.4333,-95.9666,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Mixtec of San Miguel Piedras,Mexico,MEX,Severely endangered,243.0,17.0,-97.05,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
K'iche' (Mexico),Mexico,MEX,Definitely endangered,226.0,19.3482,-90.7177,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Paipai,Mexico,MEX,Severely endangered,226.0,29.65,-115.1333,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Mixtec of the northeast lowlands,Mexico,MEX,Severely endangered,220.0,17.5333,-97.35,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
"Zapotec of the Valleys, west",Mexico,MEX,Definitely endangered,211.0,16.2666,-96.8833,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Cocopa (Mexico),Mexico,MEX,Definitely endangered,206.0,32.25,-115.25,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Southern Chocho,Mexico,MEX,Severely endangered,200.0,17.6608,-97.335,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Tipai (Mexico),Mexico,MEX,Severely endangered,184.0,32.0,-116.1166,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Eastern Chocho,Mexico,MEX,Severely endangered,181.0,17.7223,-97.3213,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
"Zapotec of the Southern mountains, northwest lowlands",Mexico,MEX,Definitely endangered,164.0,16.6333,-96.95,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Chihuahua Lower Pima,Mexico,MEX,Definitely endangered,159.0,28.686,-106.1378,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Sonora Lower Pima,Mexico,MEX,Severely endangered,159.0,28.3716,-108.9265,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Kickapoo (Mexico),Mexico,MEX,Critically endangered,144.0,28.0,-101.75,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Motocintlec,Mexico,MEX,Critically endangered,141.0,15.3709,-92.2484,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
O'odham (Mexico),Mexico,MEX,Definitely endangered,94.0,31.5188,-112.7472,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Teko,Mexico,MEX,Severely endangered,71.0,15.6582,-92.1427,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Western Chocho,Mexico,MEX,Severely endangered,70.0,17.7486,-97.4409,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Ixil (Mexico),Mexico,MEX,Critically endangered,64.0,19.508,-89.3188,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Olultecan,Mexico,MEX,Severely endangered,60.0,17.9277,-94.8969,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Kiliwa,Mexico,MEX,Critically endangered,56.0,31.25,-115.6166,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Zapotec of Asunción Tlacolulita,Mexico,MEX,Critically endangered,53.0,16.3,-95.7166,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Zapotec of San Felipe Tejalapan,Mexico,MEX,Critically endangered,50.0,17.1099,-96.8539,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Kaqchikel (Mexico),Mexico,MEX,Critically endangered,35.0,19.4044,-90.0604,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Malinaltepec Tlapanec,Mexico,MEX,Vulnerable,29.0,17.2451,-98.6717,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Southwestern Tlapanec,Mexico,MEX,Vulnerable,23.0,16.9629,-99.0953,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Ixcatec,Mexico,MEX,Critically endangered,21.0,17.8493,-97.181,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Mixtec of Tlaltempan,Mexico,MEX,Definitely endangered,19.0,18.6166,-98.0833,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Zapotec of Mixtepe,Mexico,MEX,Critically endangered,14.0,16.2666,-96.3666,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Ayapanec,Mexico,MEX,Critically endangered,8.0,18.2241,-93.1108,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Tuzantec,Mexico,MEX,Critically endangered,5.0,15.1455,-92.4232,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Awakatek (Mexico),Mexico,MEX,Critically endangered,3.0,19.3481,-90.7177,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Chichimec,Mexico,MEX,Vulnerable,,21.2941,-100.5233,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Northwestern Otomí,Mexico,MEX,Vulnerable,,21.0996,-100.1584,4.282277777777779,58.0,49.76,Low Proficiency,1,435989038918.4713
Lalo,China,CHN,Vulnerable,400000.0,25.383000000000006,99.9426,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Santa,China,CHN,Vulnerable,360000.0,35.5411,102.7935,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Waxiang,China,CHN,Vulnerable,300000.0,28.5652,110.3576,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Oyrat,"China, Kyrgyzstan, Mongolia",CHN,Definitely endangered,280000.0,46.195,88.7255,3.1311666666666667,48.0,51.94,Low Proficiency,3,1970486272698.8608
Phula (China),China,CHN,Vulnerable,250000.0,22.6001,104.0004,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Tuvan,"China, Mongolia, Russian Federation",CHN,Vulnerable,242754.0,51.7134,94.3945,3.1311666666666667,48.0,51.94,Low Proficiency,3,1970486272698.8608
Adi,"China, India",CHN,Vulnerable,170000.0,28.3527,95.2294,3.1311666666666667,48.0,51.94,Low Proficiency,2,1970486272698.8608
Sherpa,"China, India, Nepal",CHN,Vulnerable,143693.0,27.739,86.839,3.1311666666666667,48.0,51.94,Low Proficiency,3,1970486272698.8608
Ladakhi,"China, India",CHN,Vulnerable,105000.0,34.0617,77.5909,3.1311666666666667,48.0,51.94,Low Proficiency,2,1970486272698.8608
Salar,China,CHN,Vulnerable,104503.0,36.2752,102.4584,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Dagur (Nonni),China,CHN,Definitely endangered,100000.0,47.9163,124.1235,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Ordos,China,CHN,Definitely endangered,100000.0,39.1641,108.1054,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Wakhi,"China, Pakistan, Tajikistan, Afghanistan",CHN,Definitely endangered,75000.0,37.1603,74.9047,3.1311666666666667,48.0,51.94,Low Proficiency,4,1970486272698.8608
Northern Tujia,China,CHN,Severely endangered,60000.0,28.828000000000007,109.5904,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Buryat (Manchuria),"China, Mongolia",CHN,Definitely endangered,50000.0,49.8096,119.7509,3.1311666666666667,48.0,51.94,Low Proficiency,2,1970486272698.8608
Huzhu Monguor,China,CHN,Severely endangered,50000.0,36.7608,102.4255,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Cosung (China),China,CHN,Definitely endangered,47000.0,22.6833,102.6666,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Baheng (China),China,CHN,Vulnerable,45000.0,26.19,110.24,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Muji,China,CHN,Definitely endangered,36500.0,23.6,102.7333,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Amis,China,CHN,Vulnerable,30000.0,23.4456,121.4483,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Maonan,China,CHN,Vulnerable,30000.0,24.8341,107.577,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Mulam,China,CHN,Vulnerable,30000.0,24.6341,108.2895,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Wuse,China,CHN,Vulnerable,30000.0,24.878,109.1053,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Sibe,China,CHN,Severely endangered,27000.0,43.6599,81.3427,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Minhe Monguor,China,CHN,Definitely endangered,25000.0,36.4919,102.6452,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Jone,China,CHN,Definitely endangered,24000.0,34.5947,103.5653,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Sarikoli,China,CHN,Definitely endangered,22000.0,37.9463,75.1272,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Aluo,China,CHN,Definitely endangered,20000.0,25.9368,102.1839,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Tangwang,China,CHN,Definitely endangered,20000.0,35.7643,102.8979,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Bonan,China,CHN,Definitely endangered,15000.0,36.089,102.843,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Ersu,China,CHN,Definitely endangered,15000.0,28.7778,102.1277,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Hlersu,China,CHN,Vulnerable,15000.0,24.3789,102.046,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Laemae,China,CHN,Severely endangered,15000.0,26.4179,98.7758,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Naluo,China,CHN,Vulnerable,15000.0,26.5895,100.8506,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Paiwan,China,CHN,Vulnerable,15000.0,22.4313,120.7809,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Rao,China,CHN,Definitely endangered,15000.0,25.871,107.0476,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Jinuo,China,CHN,Definitely endangered,12000.0,21.4758,101.3111,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Muya,China,CHN,Vulnerable,12000.0,30.2593,101.7497,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Samei,China,CHN,Severely endangered,12000.0,25.0756,103.0133,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Idu,"China, India",CHN,Definitely endangered,11101.0,28.6496,95.8419,3.1311666666666667,48.0,51.94,Low Proficiency,2,1970486272698.8608
Baima,China,CHN,Vulnerable,10000.0,33.1531,103.8696,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Bunun,China,CHN,Vulnerable,10000.0,23.3624,121.1077,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
Miqie,China,CHN,Definitely endangered,10000.0,26.9053,100.8506,3.1311666666666667,48.0,51.94,Low Proficiency,1,1970486272698.8608
