Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,GDP Average (Current US $)
CHL,4110000000.0,4609727272.72727,5416272727.27273,5668187500.0,5982347826.08696,6026593750.0,7072641025.641029,7013196078.431371,7167086956.521741,8377093023.25582,9126309734.513279,10884114754.0984,11853817307.6923,16836261173.1844,16210404183.5358,7622217352.342159,10341925249.0421,13962893421.5413,15989933708.1491,21803696985.2349,29036709871.7949,34509878043.5897,25325893205.657,20355959237.2128,19622527479.6913,17702885393.5099,18891048818.7426,22255407684.6999,26040229793.0697,29885685142.9107,33113887817.9731,37834793730.3133,45964327558.8836,49297773130.1185,57008425295.8256,73447063319.3034,78039572221.6024,84952360922.4679,81577430181.4074,75173794497.0321,77860932151.8471,70979923960.3742,69736811435.1032,75643459839.6008,99210392857.6116,122964812046.07301,154788024805.808,173605968179.255,179638496278.57397,172389498444.621,218537551220.071,252251992029.442,267122320056.702,278384332694.359,260584090570.988,243999477737.94,250036180921.053,277075944401.94104,74 Billion
CHN,59716467625.3148,50056868957.6732,47209359005.6056,50706799902.5103,59708343488.5043,70436266146.7219,76720285969.6157,72881631326.6715,70846535055.6503,79705906247.4612,92602973434.0726,99800958648.1436,113687586299.051,138544284708.957,144182133387.722,163431551779.761,153940455341.50598,174938098826.569,149540752829.268,178280594413.043,191149211575.0,195866382432.54,205089699858.779,230686747153.257,259946510957.143,309488028132.653,300758100107.24603,272972974764.57397,312353631207.819,347768051311.741,360857912565.966,383373318083.62396,426915712711.146,444731282436.762,564324670005.917,734547898220.5079,863746717503.7891,961603952951.82,1029043097554.08,1093997267271.06,1211346869605.24,1339395718865.3,1470550015081.55,1660287965662.68,1955347004963.27,2285965892360.54,2752131773355.16,3552182311652.97,4598206091384.0,5109953609257.25,6100620488867.55,7572553836875.34,8560547314679.28,9607224481532.65,10482372109961.9,11064666282625.5,11190992550229.5,12237700479375.0,2 Trillion
CIV,546203561.5719889,618245639.221382,645284344.6841179,761047045.8304019,921063266.4455211,919771356.426097,1024103034.29198,1082922892.15202,1281281245.67032,1361360157.26999,1455482990.24143,1584128262.0893302,1849400599.7755802,2508421234.8557,3070151901.06383,3893839190.26806,4662053707.7763,6265067857.86534,7900524897.8644,9142935857.947659,10175615441.8127,8432588483.85263,7567109766.611291,6838185418.53642,6841638714.5454,6977650069.33578,9158302205.36237,10087653189.3287,10255170459.986,9757410614.0812,10795850106.9547,10492628915.4927,11152971316.074,11045759468.9412,8313557450.25213,11000146839.497,12139234938.7863,11722142706.1278,12612033728.8572,12376639822.9265,10717022462.6859,11192560827.2962,12346919216.1359,15306602560.2533,16554441846.5192,17084928927.4555,17800887796.4987,20343635319.6174,24224903099.6283,24277493862.0625,24884505034.5564,25381616734.0693,26790579775.295,31273049200.242996,35343298113.5131,39633467835.725,35389998638.9371,37353276059.2518,12 Billion
CMR,618740988.011405,657597382.7591519,699373701.2171379,723624365.288138,782384527.813649,814139855.756458,853268771.097081,934079050.346173,1053077155.17925,1152418514.82616,1160002260.94729,1233991075.11626,1430951331.8503401,1758727395.18703,2255496995.49378,2752771043.88609,3076592431.27204,3366368664.59706,4409920643.6422,5811444660.65752,6740756568.91566,7636345827.34308,7322914570.15588,7381854746.91629,7801858825.184159,8148223603.583991,10621158532.5193,12302471429.4318,12493286761.7341,11140055364.1502,11151578050.7356,12434370004.9586,11396310990.2197,15498179313.0425,10600157683.8412,9643953174.77349,10513387441.6194,10833497457.5123,10612847429.35,11198378749.4719,10083937740.0624,10371327756.4548,11579343088.1613,14548845764.5325,17430933517.2998,17944084201.4901,19356046327.8995,22365265025.66,26409781215.1844,26017925551.8426,26143818509.6421,29337006833.0825,29104437355.0395,32348149947.3727,34942948737.3967,30916218544.4404,32621535418.9031,34922782310.6416,12 Billion
COD,3359404117.6470604,3086746857.14286,3779841428.5714297,6213185742.57426,2881545272.72727,4043901818.1818204,4532660181.81818,3384063371.75792,3909780538.92216,5032434970.059879,4877684910.17964,5594770359.28144,6173712814.37126,7870239461.077841,9596960179.64072,10237343173.6527,9648583224.99212,12344424763.5727,15372608002.3923,15068422236.3663,14394927494.8647,12537821038.2202,13651667371.1676,11006712650.4481,7857729193.203429,7195042616.0071,8095367168.21769,7661625472.57705,8861299976.74158,9021862775.259779,9349764580.36997,9625436872.51075,8227343907.26679,10706259936.7425,5820382248.282021,5643439376.10491,5771454939.62404,6090840548.1878395,6215591269.89747,4711259427.27273,19088046305.7971,7438189100.33333,8728038525.14034,8937567059.87754,10297483481.223,11964484667.9102,14451902467.9315,16737071816.38,19788515873.8942,18648373312.4241,21565720044.4634,25839749198.8233,29306235826.3886,32679745297.6453,35909040265.9328,37917704900.0794,37134799974.5225,37642482562.3205,12 Billion
COG,131731862.568975,151675739.16060302,166521239.86331,172233430.871484,185693724.845363,198318063.860841,220613582.369866,237397428.336411,251247458.01213902,265040036.059152,274960699.858595,322128019.32359904,410669262.898009,541973362.481063,585364635.354804,767102679.01869,754549600.548053,765224030.636477,878771771.2908831,1198749665.95053,1705796849.54659,1993512325.9230602,2160640566.5395303,2097274289.61527,2193581366.40726,2160872541.4189,1849268214.6818101,2297753649.2796197,2212536313.33476,2389593021.94868,2798746050.58228,2724853592.73382,2933222714.1150603,1918970032.40865,1769365425.04053,2116003977.9752898,2540697688.05698,2322718991.2645802,1949481296.60762,2353909563.94122,3219910550.39332,2794259783.08097,3019993738.77492,3495868808.0512,4648628921.36969,6087003176.11624,7731261310.93322,8394688284.062241,11859013280.9951,9593537550.75063,12007880438.6232,14425607179.6639,13677930123.5919,14085851348.068998,14177437982.2619,8553154580.399509,9035848070.90357,8701334800.219759,4 Billion
COL,4031152976.63904,4540447761.19403,4955543963.36869,4836166666.66667,5973366666.66667,5760761904.7619,5428518518.51852,5825170438.48704,5960212869.12968,6450175213.749229,7198360460.198871,7820380970.53674,8671358732.68486,10315760000.3394,12370029583.6419,13098633901.8673,15341403660.4698,19470960619.1297,23263511958.0509,27940411250.2732,33400735644.0481,36388366869.0309,38968039721.748,38729822781.5997,38253120737.9671,34894411351.983,34942489683.9712,36373307085.0887,39212550050.4223,39540080200.3938,47844090709.9908,49175565911.0655,58418985443.3172,66446804802.5747,81703500846.0364,92507279383.0387,97160109277.8087,106659508271.255,98443739941.1664,86186158684.7685,99886577330.7271,98203546156.3102,97933391976.08301,94684584162.77301,117074863821.85,145180960224.302,161189825603.139,205706860699.30103,241710969502.89398,232494134119.684,286103648654.545,334454039093.586,370574421703.06,381866608838.8,381112119657.445,293481748240.779,282856115393.175,314457601859.523,95 Billion
COM,,,,,,,,,,,,,,,,,,,,,212218226.429847,196349967.67000702,184008995.643686,191621958.375365,184697209.997414,196726077.061972,279197696.81463903,337525870.61696804,356500026.691673,341476764.044267,429622147.743446,424108796.562976,457388578.924144,452881443.084162,319189200.353123,398461789.55868596,396053797.633321,364445589.702365,370106776.043329,382454989.945311,350264287.687331,378180913.355762,423962976.722333,545658929.044587,632570092.207793,653584808.745573,697810988.051543,794621676.4876809,911967428.7138381,901711442.285944,907093130.3135211,1021746833.4257301,1015901205.4202801,1115906341.7772698,1148058015.47633,988150249.5336881,1024261820.6281,1068124329.8625699,554 Million
CPV,,,,,,,,,,,,,,,,,,,,,142246875.53671598,139468114.59974098,140630758.594899,138476239.366792,132019065.033419,137728155.212661,190651207.999511,235253171.841062,264308140.28514904,267448513.108168,306891107.262039,319827058.592875,357160985.32741296,490417389.682569,406580652.330537,487148993.533109,501979069.274683,490608657.924976,521910560.52486795,592416703.0588781,539227277.6264111,563024383.296626,620974660.230303,813963830.179217,924318490.7598,971977088.1569141,1107891063.43863,1513933983.2239802,1789333748.6799,1711817181.52969,1664310769.55229,1864824080.6925602,1751888561.72747,1850470042.43281,1859898513.26858,1596800287.16405,1663008687.09505,1772706451.18085,812 Million
CRI,507513829.994855,490325181.614275,479180824.348506,511902136.80997306,542578367.242598,592981162.264151,647305630.188679,699456618.867925,773841494.3396231,853630203.773585,984830158.490566,1077152902.29104,1238251695.55388,1528916185.23199,1666544754.09836,1960863465.5776,2412555425.90432,3072427012.8354697,3523208809.8016295,4035519323.22054,4831447001.166861,2623807074.2948,2606621255.01581,3146770103.81027,3660476458.87179,3919203960.39604,4418983870.96774,4532952047.15628,4614629898.40348,5251025767.476271,5711687786.75989,7168999670.28612,8528593420.84326,9537297723.43265,10432619325.6167,11513472785.7207,11618286652.0436,12552071488.0101,13617405297.0624,14195623342.7641,14949514493.4226,15913363440.5059,16504795592.9272,17195867468.4087,18529767918.1536,19952156489.4661,22600431882.9744,26743874205.8521,30612932876.3523,30562361123.0103,37268635287.1516,42262697840.4212,46473128285.4629,49745088111.6217,50577769837.690994,54775994478.4981,57157992434.219,57285984447.7113,13 Billion
CSS,1875397946.6297603,2032981145.31174,2148273316.08583,2284335163.64469,2463816387.9461603,2654000174.10142,2881107716.54068,3094416954.66512,3075541564.78655,3350936667.01395,3685611851.9519897,4007119730.39279,4627189318.3784,5063035157.257071,6578388620.69736,7686643535.073179,7911417635.53732,9186440943.36252,9421973622.53354,10828656105.221,13327153023.2632,14705712626.4707,16352688950.1052,16560675227.0137,15758053947.0612,15572552894.1938,14171399792.7339,15225050066.5413,16140575006.462,16517580318.8047,17959211147.0321,17763082530.2202,17490762567.9809,18906881922.2238,19904505764.2725,21996669072.3931,24019482918.8773,28143148045.3139,30068485136.3066,31871092686.7793,34177064571.079,35220649366.5483,36957137315.8789,39498589670.4827,43221500667.3951,48878552450.9397,54565407832.5453,60904230941.2576,69102174030.3682,58163115346.8116,63268926036.5313,68351085108.7705,70588397890.6743,71335339138.4765,72495698044.4166,70862033353.6265,67665555626.4245,68823642409.779,26 Billion
CUB,,,,,,,,,,,5693005200.0,6914658400.0,8135150891.92025,9987709650.18094,11405957317.0732,13027415243.9024,13789579902.5579,14206158674.6988,17844705324.6753,19584443287.6712,19912889861.1111,20150254096.3855,20953510235.2941,22204940512.2235,24039383608.4235,22920490774.102,24226574634.0293,25213935012.0819,27458999472.2955,27023468665.8977,28645436569.1489,24316556025.6585,22085858243.2432,22367254864.8649,28448326756.7568,30429803651.2192,25017368696.8455,25365908058.7205,25736331247.1786,28364615241.6894,30565400000.0,31682400000.0,33590500000.0,35901200000.0,38203000000.0,42643836074.8,52742800000.0,58603900000.0,60806300000.0,62080000000.0,64328000000.0,68990000000.0,73141000000.0,77148000000.0,80656000000.0,87133000000.0,91370000000.0,96851000000.0,35 Billion
CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315972638.90556,3207147940.16757,,,,,,,,,,,,3 Billion
CYP,,,,,,,,,,,,,,,,489914760.682807,576090073.715036,734887973.975806,964026512.197839,1288715209.58084,2154311276.94859,2087496373.77964,2159242416.76942,2160364071.1902103,2278248953.14058,2430411900.19194,3090734463.2768397,3704813885.50548,4278792597.23965,4563482603.5503,5591130217.66965,5770197348.48485,6912150456.323339,6590291048.29211,7425703928.571429,9933143596.37775,10011919698.8708,9547822120.86659,10248619909.5023,10497907227.616,9985843543.82658,10397896174.8634,11420230769.2308,14547327293.3182,17320550000.0,18433416241.761,20072788859.6161,23968765398.3028,27839724622.8212,25942664629.0636,25562264900.6622,27426994717.8204,25041397918.5404,24084559214.0202,23364707443.2798,19680625485.1946,20453761061.9469,22054225828.2623,11 Billion
CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40477403219.5176,29675502269.5661,34590052812.1684,40614350197.2353,47554674590.9328,59775697061.0399,66985765439.1937,61792161168.0011,66490372105.1262,64867483193.1315,61649492816.5201,67523642262.4009,81910771993.9155,99627140274.3805,119162172468.268,136280689891.224,155463807112.889,189227050759.595,235718586901.129,206179982164.40198,207477857918.91898,227948349666.35397,207376427020.815,209402444996.10397,207818330723.835,186829940545.75897,195305084919.138,215725534372.371,126 Billion
DEU,,,,,,,,,,,215021806498.156,249039217364.635,298667219346.133,396866742553.97,443618642959.716,488780155338.262,517787921003.573,598226205424.071,737668356280.428,878010536975.7759,946695355820.96,797443405711.813,773638200773.7571,767768378016.0859,722367608343.0691,729763282952.432,1042300769791.95,1293264353318.82,1395931548502.06,1393674332154.37,1764967948916.6,1861873895109.02,2123130870381.97,2068555542410.98,2205966011811.5,2591620035485.19,2503665193657.4,2218689375140.99,2243225519617.65,2199957383336.88,1949953934033.54,1950648769574.94,2079136081309.99,2505733634311.51,2819245095604.67,2861410272354.18,3002446368084.31,3439953462907.2,3752365607148.09,3418005001389.27,3417094562648.95,3757698281117.55,3543983909148.01,3752513503278.41,3890606893346.69,3375611100742.22,3477796274496.8,3677439129776.6,2 Trillion
DJI,,,,,,,,,,,,,,,,,,,,,,,,,,340989527.96799505,,373371738.286415,395794538.630775,409220087.102818,452328087.28287596,462421998.525779,478058304.87111795,466048469.22985995,491689220.744875,497723960.589913,494004647.73437,502675542.00122696,514267869.300758,536080148.09729904,551230861.856506,572417440.820162,591122039.601398,622044665.515049,666072101.7775049,708633194.726566,768873684.032838,847918929.107984,999105339.2677289,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,1324733711.8292198,1455035088.74594,1633741922.6873698,1764268468.9399102,1844674434.5037103,798 Million
DMA,,,,,,,,,,,,,,,,,,45872947.407407396,57130215.555555604,55017758.8888889,72804653.3333333,82107391.11111109,89527576.6666667,98665191.4814814,109157070.740741,119491932.96296299,135161958.51851898,151868754.444444,171106184.074074,185137242.96296299,201428730.0,219763222.222222,234058259.259259,245527592.592593,264375666.66666698,274522148.148148,292286000.0,302989185.185185,322409851.851852,331759000.0,333468888.888889,340205074.07407403,333195185.185185,343310666.666667,367199111.111111,364255074.07407403,390250148.148148,421375851.851852,458190185.18518496,489074333.333333,493824407.40740705,501025296.296296,485998000.0,501979148.14814806,523540777.777778,540830666.666667,575468222.222222,496727000.0,293 Million
DNK,6248946880.2777,6933842098.84548,7812968114.400121,8316692385.773859,9506678762.77765,10678897387.0006,11721248101.0874,12788479692.1939,13196541952.0,15009384584.5333,17075466666.6667,19085681968.1403,23232411897.6012,30730638895.7765,34160363582.6675,40474400473.3563,44575847808.1059,49784281716.4179,60362854966.8154,70366280174.8717,71127592753.5975,61877755004.6326,60412846238.7787,60644833242.2089,59105208272.9853,62658544411.3095,88078729452.4781,109414353171.645,115552848547.872,112409236409.401,138247261092.977,139224732275.463,152915624326.966,143195607581.857,156162311731.59802,185006961302.29898,187632400365.599,173537588008.176,176992000955.11,177965224620.85397,164158800460.219,164791416350.267,178635160297.415,218095997085.477,251373036671.06198,264467308109.19,282884912894.33,319423370134.284,353361056079.716,321241396034.248,321995350346.50104,344003209695.606,327148899962.146,343584385594.132,352993633221.281,301298464861.385,306899653409.601,324871968807.469,139 Billion
