Language,Countries Where Spoken,Country Code,Degree of Endangerment,Speakers,Latitude,Longitude,Fertility Rate Avg,2018 Rank,2018 Score,2018 Band
Cayuga (Oklahoma),United States of America,USA,Extinct,0.0,36.6302,-94.6441,2.158601851851852,,,
Cayuse,United States of America,USA,Extinct,0.0,44.9647,-118.5424,2.158601851851852,,,
Central Kalapuyan,United States of America,USA,Extinct,0.0,43.8,-123.06,2.158601851851852,,,
Cowlitz,United States of America,USA,Extinct,0.0,46.132,-122.8642,2.158601851851852,,,
Cupeño,United States of America,USA,Extinct,0.0,33.364000000000004,-117.0756,2.158601851851852,,,
Eastern Abenaki,United States of America,USA,Extinct,0.0,44.9423,-68.7328,2.158601851851852,,,
Eastern Pomo,United States of America,USA,Extinct,0.0,39.0461,-122.9211,2.158601851851852,,,
Eel River Athabaskan,United States of America,USA,Extinct,0.0,40.188,-123.6477,2.158601851851852,,,
Eyak,United States of America,USA,Extinct,0.0,60.2165,-143.3935,2.158601851851852,,,
Hanis,United States of America,USA,Extinct,0.0,43.406000000000006,-124.2402,2.158601851851852,,,
Huron-Wyandot (United States of America),United States of America,USA,Extinct,0.0,36.7923,-94.7229,2.158601851851852,,,
Ineseño,United States of America,USA,Extinct,0.0,34.5942,-120.1371,2.158601851851852,,,
Island Chumash,United States of America,USA,Extinct,0.0,34.3821,-119.4574,2.158601851851852,,,
Kansa,United States of America,USA,Extinct,0.0,36.7657,-96.8652,2.158601851851852,,,
Kato,United States of America,USA,Extinct,0.0,39.677,-123.4944,2.158601851851852,,,
Klamath-Modoc,United States of America,USA,Extinct,0.0,42.5767,-121.8637,2.158601851851852,,,
Konomihu,United States of America,USA,Extinct,0.0,41.2583,-123.3216,2.158601851851852,,,
Lipan,United States of America,USA,Extinct,0.0,33.1513,-105.79899999999999,2.158601851851852,,,
Lower Chehalis,United States of America,USA,Extinct,0.0,46.3227,-123.9724,2.158601851851852,,,
Mattole,United States of America,USA,Extinct,0.0,39.1375,-123.6931,2.158601851851852,,,
Miami-Illinois,United States of America,USA,Extinct,0.0,36.8866,-94.8775,2.158601851851852,,,
Migueleño,United States of America,USA,Extinct,0.0,35.7587,-120.6951,2.158601851851852,,,
Molala,United States of America,USA,Extinct,0.0,44.8636,-122.4645,2.158601851851852,,,
Natchez,United States of America,USA,Extinct,0.0,31.5544,-91.3875,2.158601851851852,,,
New River Shasta,United States of America,USA,Extinct,0.0,45.2835,-121.7134,2.158601851851852,,,
Nisenan,United States of America,USA,Extinct,0.0,38.7654,-121.0064,2.158601851851852,,,
Nooksack,United States of America,USA,Extinct,0.0,49.0378,-122.4865,2.158601851851852,,,
Northeastern Pomo,United States of America,USA,Extinct,0.0,39.3774,-122.5454,2.158601851851852,,,
Obispeño,United States of America,USA,Extinct,0.0,35.2692,-120.6707,2.158601851851852,,,
Purisimeño,United States of America,USA,Extinct,0.0,34.6608,-120.4711,2.158601851851852,,,
Quapaw,United States of America,USA,Extinct,0.0,36.9494,-94.7877,2.158601851851852,,,
Quileute,United States of America,USA,Extinct,0.0,47.9083,-124.6365,2.158601851851852,,,
Serrano,United States of America,USA,Extinct,0.0,34.1212,-117.2221,2.158601851851852,,,
Siuslaw,United States of America,USA,Extinct,0.0,43.3773,-124.2371,2.158601851851852,,,
Southeastern Pomo,United States of America,USA,Extinct,0.0,39.016,-122.6779,2.158601851851852,,,
Tillamook,United States of America,USA,Extinct,0.0,45.3449,-123.5309,2.158601851851852,,,
Tunica,United States of America,USA,Extinct,0.0,31.1262,-92.0673,2.158601851851852,,,
Tututni,United States of America,USA,Extinct,0.0,42.5756,-124.0688,2.158601851851852,,,
Twana,United States of America,USA,Extinct,0.0,47.3344,-123.1607,2.158601851851852,,,
Upper Chehalis,United States of America,USA,Extinct,0.0,46.4111,-122.9949,2.158601851851852,,,
Upper Umpqua,United States of America,USA,Extinct,0.0,43.4476,-123.77,2.158601851851852,,,
Ventureño,United States of America,USA,Extinct,0.0,34.2809,-119.2979,2.158601851851852,,,
Wappo,United States of America,USA,Extinct,0.0,38.8701,-122.5154,2.158601851851852,,,
Wiyot,United States of America,USA,Extinct,0.0,40.5984,-124.2519,2.158601851851852,,,
Yuki,United States of America,USA,Extinct,0.0,37.4336,-118.5908,2.158601851851852,,,
Chinook Jargon,United States of America,USA,Critically endangered,,45.0591,-123.6091,2.158601851851852,,,
Chiwere,United States of America,USA,Extinct,,35.9761,-97.3336,2.158601851851852,,,
Mohawk (Ganienkeh),United States of America,USA,Definitely endangered,,44.8675,-73.67,2.158601851851852,,,
Mohawk (Kanatsiohareke),United States of America,USA,Definitely endangered,,42.9116,-74.5587,2.158601851851852,,,
Munsee (United States of America),United States of America,USA,Critically endangered,,40.8969,-76.3769,2.158601851851852,,,
Quinault,United States of America,USA,Extinct,,47.3332,-124.2864,2.158601851851852,,,
Southern Paiute,United States of America,USA,Severely endangered,,37.6818,-113.088,2.158601851851852,,,
Unami,United States of America,USA,Extinct,,39.13,-76.0253,2.158601851851852,,,
Western Abenaki (United States of America),United States of America,USA,Extinct,,43.0046,-72.24600000000001,2.158601851851852,,,
Mapuche (Argentina),Argentina,ARG,Severely endangered,100000.0,-40.0791,-71.0156,2.8617407407407414,27.0,57.58,High Proficiency
Quechua of Santiago del Estero,Argentina,ARG,Definitely endangered,80000.0,-26.7848,-63.6767,2.8617407407407414,27.0,57.58,High Proficiency
Guaraní Boliviano,"Argentina, Bolivia (Plurinational State of)",ARG,Vulnerable,40000.0,-20.1694,-63.8525,2.8617407407407414,27.0,57.58,High Proficiency
Toba,Argentina,ARG,Definitely endangered,30000.0,-25.958000000000002,-59.0625,2.8617407407407414,27.0,57.58,High Proficiency
"Mbya Guarani (Argentina, Uruguay)","Argentina, Uruguay",ARG,Severely endangered,3000.0,-29.6116,-57.4804,2.8617407407407414,27.0,57.58,High Proficiency
Pilagá,Argentina,ARG,Vulnerable,3000.0,-25.4035,-58.6669,2.8617407407407414,27.0,57.58,High Proficiency
Ava-Guaraní,Argentina,ARG,Definitely endangered,2000.0,-23.1403,-64.3359,2.8617407407407414,27.0,57.58,High Proficiency
Mocoví,Argentina,ARG,Definitely endangered,2000.0,-27.6056,-59.7656,2.8617407407407414,27.0,57.58,High Proficiency
Manjui,"Argentina, Bolivia (Plurinational State of), Paraguay",ARG,Definitely endangered,1200.0,-23.1201,-62.7539,2.8617407407407414,27.0,57.58,High Proficiency
Chorote Iyojwa'ja,"Argentina, Paraguay",ARG,Severely endangered,800.0,-24.287,-60.3808,2.8617407407407414,27.0,57.58,High Proficiency
Tehuelche,Argentina,ARG,Critically endangered,4.0,-51.5087,-70.3125,2.8617407407407414,27.0,57.58,High Proficiency
Chaná,Argentina,ARG,Critically endangered,1.0,-31.8402,-60.5786,2.8617407407407414,27.0,57.58,High Proficiency
Atacameño,"Argentina, Bolivia (Plurinational State of), Chile",ARG,Extinct,0.0,-22.7559,-68.247,2.8617407407407414,27.0,57.58,High Proficiency
Gününa Küne,Argentina,ARG,Extinct,0.0,-43.4848,-68.1591,2.8617407407407414,27.0,57.58,High Proficiency
Ona,Argentina,ARG,Extinct,0.0,-54.6229,-67.4121,2.8617407407407414,27.0,57.58,High Proficiency
Vilela,Argentina,ARG,Extinct,0.0,-26.9808,-59.6777,2.8617407407407414,27.0,57.58,High Proficiency
Tapieté,"Argentina, Bolivia (Plurinational State of), Paraguay",ARG,Severely endangered,,-21.7799,-62.644,2.8617407407407414,27.0,57.58,High Proficiency
Wichi,"Argentina, Bolivia (Plurinational State of)",ARG,Vulnerable,,-22.0041,-63.413000000000004,2.8617407407407414,27.0,57.58,High Proficiency
Mehri,"Oman, Yemen",OMN,Definitely endangered,100000.0,16.5993,52.8057,6.096796296296297,79.0,45.56,Very Low Proficiency
Jibbali,Oman,OMN,Severely endangered,5000.0,18.0623,52.4267,6.096796296296297,79.0,45.56,Very Low Proficiency
Khojki,Oman,OMN,Severely endangered,5000.0,23.6193,58.5653,6.096796296296297,79.0,45.56,Very Low Proficiency
Harsusi,Oman,OMN,Definitely endangered,3000.0,19.9372,56.2637,6.096796296296297,79.0,45.56,Very Low Proficiency
Kumzari,Oman,OMN,Severely endangered,1700.0,26.1936,56.2431,6.096796296296297,79.0,45.56,Very Low Proficiency
Hobyot,"Oman, Yemen",OMN,Severely endangered,400.0,16.6388,53.0612,6.096796296296297,79.0,45.56,Very Low Proficiency
Bathari,Oman,OMN,Critically endangered,300.0,17.8846,55.5853,6.096796296296297,79.0,45.56,Very Low Proficiency
Zidgali,Oman,OMN,Critically endangered,,23.4027,58.0957,6.096796296296297,79.0,45.56,Very Low Proficiency
Miskito (Nicaragua),Nicaragua,NIC,Vulnerable,100000.0,12.4001,-83.7332,5.042277777777776,72.0,47.26,Very Low Proficiency
Panamahka,Nicaragua,NIC,Vulnerable,9000.0,14.2856,-84.5947,5.042277777777776,72.0,47.26,Very Low Proficiency
Ulwa,Nicaragua,NIC,Severely endangered,500.0,12.8894,-83.5779,5.042277777777776,72.0,47.26,Very Low Proficiency
Tuahka,Nicaragua,NIC,Severely endangered,300.0,13.838,-84.4409,5.042277777777776,72.0,47.26,Very Low Proficiency
Rama,Nicaragua,NIC,Critically endangered,30.0,11.8847,-83.7995,5.042277777777776,72.0,47.26,Very Low Proficiency
Cacaopera,Nicaragua,NIC,Extinct,0.0,13.4109,-87.8741,5.042277777777776,72.0,47.26,Very Low Proficiency
Garífuna (Nicaragua),Nicaragua,NIC,Critically endangered,0.0,12.5666,-83.7166,5.042277777777776,72.0,47.26,Very Low Proficiency
Matagalpa,Nicaragua,NIC,Extinct,0.0,12.9517,-85.4381,5.042277777777776,72.0,47.26,Very Low Proficiency
Subtiaba,Nicaragua,NIC,Extinct,0.0,12.5266,-86.667,5.042277777777776,72.0,47.26,Very Low Proficiency
Mosquitia Creole,Nicaragua,NIC,Definitely endangered,,12.0114,-83.7638,5.042277777777776,72.0,47.26,Very Low Proficiency
Rama Cay Creole,Nicaragua,NIC,Definitely endangered,,11.8834,-83.8,5.042277777777776,72.0,47.26,Very Low Proficiency
Suba,"Kenya, United Republic of Tanzania",KEN,Vulnerable,100000.0,-0.9942,34.519,6.4724814814814815,,,
Burji,Kenya,KEN,Vulnerable,7000.0,2.1857,37.9248,6.4724814814814815,,,
Boni,Kenya,KEN,Definitely endangered,3000.0,-0.8294,40.8142,6.4724814814814815,,,
Bong'om,Kenya,KEN,Definitely endangered,1000.0,1.1315,35.0134,6.4724814814814815,,,
Dahalo,Kenya,KEN,Severely endangered,400.0,-2.2625,40.7537,6.4724814814814815,,,
Ongamo,Kenya,KEN,Critically endangered,200.0,-2.932,37.4853,6.4724814814814815,,,
Omotik,Kenya,KEN,Critically endangered,50.0,-1.115,35.9143,6.4724814814814815,,,
Elmolo,Kenya,KEN,Extinct,0.0,2.7212,36.7326,6.4724814814814815,,,
Kinare,Kenya,KEN,Extinct,0.0,-0.725,37.2436,6.4724814814814815,,,
Kore,Kenya,KEN,Extinct,0.0,-2.2845,40.9185,6.4724814814814815,,,
Lorkoti,Kenya,KEN,Extinct,0.0,-0.4943,37.359,6.4724814814814815,,,
Yaaku,Kenya,KEN,Extinct,0.0,0.4394,37.1777,6.4724814814814815,,,
Sogoo,Kenya,KEN,Extinct,,-1.0435,36.6006,6.4724814814814815,,,
Garífuna (Honduras),Honduras,HND,Vulnerable,98000.0,15.6754,-88.1476,5.463537037037038,69.0,47.8,Very Low Proficiency
Miskito (Honduras),Honduras,HND,Vulnerable,25000.0,15.3393,-84.6034,5.463537037037038,69.0,47.8,Very Low Proficiency
Pech,Honduras,HND,Severely endangered,900.0,15.0819,-85.5552,5.463537037037038,69.0,47.8,Very Low Proficiency
Tawahka,Honduras,HND,Severely endangered,500.0,15.3602,-85.1373,5.463537037037038,69.0,47.8,Very Low Proficiency
Tol,Honduras,HND,Critically endangered,300.0,15.293,-87.1416,5.463537037037038,69.0,47.8,Very Low Proficiency
Ch'orti' (Honduras),Honduras,HND,Critically endangered,10.0,14.9364,-88.865,5.463537037037038,69.0,47.8,Very Low Proficiency
Bay Islands Creole,Honduras,HND,Critically endangered,,16.3297,-86.5299,5.463537037037038,69.0,47.8,Very Low Proficiency
Shughni,"Tajikistan, Afghanistan",TJK,Vulnerable,95000.0,37.4879,71.5374,5.239537037037036,,,
Rushani,"Tajikistan, Afghanistan",TJK,Definitely endangered,30000.0,37.8705,71.5979,5.239537037037036,,,
Yaghnobi,Tajikistan,TJK,Definitely endangered,20000.0,38.5632,68.4475,5.239537037037036,,,
Yazgulami,Tajikistan,TJK,Severely endangered,6000.0,38.1982,71.4276,5.239537037037036,,,
Bartangi,Tajikistan,TJK,Severely endangered,5000.0,38.048,71.8286,5.239537037037036,,,
Roshorvi,Tajikistan,TJK,Severely endangered,2500.0,38.1086,72.1719,5.239537037037036,,,
Sanglechi,"Tajikistan, Afghanistan",TJK,Severely endangered,2500.0,36.6585,71.4784,5.239537037037036,,,
Ishkashimi,Tajikistan,TJK,Severely endangered,1000.0,36.6915,71.7668,5.239537037037036,,,
Heiban,Sudan,SDN,Vulnerable,90000.0,10.8575,30.2371,6.100944444444445,,,
Acheron,Sudan,SDN,Severely endangered,70000.0,10.809000000000001,30.2453,6.100944444444445,,,
Lumun,Sudan,SDN,Definitely endangered,45000.0,10.8387,30.0338,6.100944444444445,,,
Laro,Sudan,SDN,Definitely endangered,40000.0,10.7685,29.901999999999997,6.100944444444445,,,
Ngile,Sudan,SDN,Severely endangered,38000.0,10.7901,29.8635,6.100944444444445,,,
Moro,Sudan,SDN,Definitely endangered,30000.0,10.8872,30.1904,6.100944444444445,,,
Krongo,Sudan,SDN,Definitely endangered,21688.0,10.585,29.8883,6.100944444444445,,,
Shatt,Sudan,SDN,Severely endangered,15000.0,10.8117,29.7235,6.100944444444445,,,
Katla,Sudan,SDN,Definitely endangered,14208.0,11.7329,29.3939,6.100944444444445,,,
Tagoi,Sudan,SDN,Severely endangered,13000.0,10.8252,30.1657,6.100944444444445,,,
Karko,Sudan,SDN,Definitely endangered,12986.0,11.964,29.4186,6.100944444444445,,,
Kadaru,Sudan,SDN,Definitely endangered,12360.0,12.1789,30.2398,6.100944444444445,,,
Bongo,Sudan,SDN,Definitely endangered,10084.0,6.1405,31.7999,6.100944444444445,,,
Otoro,Sudan,SDN,Severely endangered,10000.0,11.1864,30.6353,6.100944444444445,,,
Temein,Sudan,SDN,Severely endangered,10000.0,11.8377,29.4625,6.100944444444445,,,
Tulishi,Sudan,SDN,Severely endangered,8628.0,11.5984,29.0917,6.100944444444445,,,
Belanda Bor,Sudan,SDN,Definitely endangered,8000.0,6.4954,27.7404,6.100944444444445,,,
Feroge,Sudan,SDN,Vulnerable,8000.0,8.5049,25.7189,6.100944444444445,,,
Kanga,Sudan,SDN,Severely endangered,8000.0,10.844000000000001,29.4708,6.100944444444445,,,
Tingal,Sudan,SDN,Definitely endangered,8000.0,12.238,31.1215,6.100944444444445,,,
Beli,Sudan,SDN,Definitely endangered,6600.0,6.4736,29.2675,6.100944444444445,,,
Thuri,Sudan,SDN,Vulnerable,6600.0,8.4397,25.4333,6.100944444444445,,,
Tumtum,Sudan,SDN,Severely endangered,6500.0,10.477,30.4321,6.100944444444445,,,
Dongotono,Sudan,SDN,Vulnerable,6219.0,4.965,35.321,6.100944444444445,,,
Keiga,Sudan,SDN,Severely endangered,6072.0,11.3184,29.695999999999998,6.100944444444445,,,
Dilling,Sudan,SDN,Definitely endangered,5295.0,12.0178,29.663,6.100944444444445,,,
Lafofa,Sudan,SDN,Severely endangered,5140.0,10.3716,30.6243,6.100944444444445,,,
Afitti,Sudan,SDN,Severely endangered,4512.0,12.4419,30.7534,6.100944444444445,,,
Ebang,Sudan,SDN,Severely endangered,4412.0,11.312999999999999,30.5886,6.100944444444445,,,
Tennet,Sudan,SDN,Vulnerable,4000.0,4.8611,33.2226,6.100944444444445,,,
Tocho,Sudan,SDN,Severely endangered,3800.0,10.8764,30.1135,6.100944444444445,,,
Narim,Sudan,SDN,Definitely endangered,3623.0,4.9048,34.2224,6.100944444444445,,,
Nding,Sudan,SDN,Critically endangered,3513.0,10.4121,30.6024,6.100944444444445,,,
Shwai,Sudan,SDN,Critically endangered,3500.0,11.3184,30.4156,6.100944444444445,,,
Morokodo,Sudan,SDN,Severely endangered,3400.0,6.0313,29.7949,6.100944444444445,,,
Tima,Sudan,SDN,Severely endangered,3305.0,11.7033,29.1934,6.100944444444445,,,
Ko,Sudan,SDN,Critically endangered,2683.0,10.6714,30.8386,6.100944444444445,,,
Logol,Sudan,SDN,Severely endangered,2600.0,10.8521,30.6463,6.100944444444445,,,
Bai,Sudan,SDN,Definitely endangered,2500.0,8.0592,25.5102,6.100944444444445,,,
Logorik,Sudan,SDN,Critically endangered,2000.0,11.1433,29.8306,6.100944444444445,,,
Talodi,Sudan,SDN,Critically endangered,1500.0,10.6902,30.3964,6.100944444444445,,,
Tese,Sudan,SDN,Critically endangered,1400.0,11.2161,29.8471,6.100944444444445,,,
Warnang,Sudan,SDN,Severely endangered,1100.0,10.6538,30.6298,6.100944444444445,,,
Dair,Sudan,SDN,Severely endangered,1000.0,12.517000000000001,30.5914,6.100944444444445,,,
El Hugeirat,Sudan,SDN,Severely endangered,1000.0,12.3131,28.4243,6.100944444444445,,,
Tirma,Sudan,SDN,Critically endangered,1000.0,6.4899,34.3212,6.100944444444445,,,
Njalgulgule,Sudan,SDN,Severely endangered,900.0,8.4452,25.3015,6.100944444444445,,,
Indri,Sudan,SDN,Severely endangered,700.0,8.4397,25.5926,6.100944444444445,,,
Mo'da,Sudan,SDN,Critically endangered,600.0,6.5008,29.9377,6.100944444444445,,,
Wali,Sudan,SDN,Critically endangered,487.0,11.9372,29.3005,6.100944444444445,,,
Buga,Sudan,SDN,Critically endangered,400.0,8.2495,25.7574,6.100944444444445,,,
Aja,Sudan,SDN,Critically endangered,200.0,8.6136,25.2465,6.100944444444445,,,
Kelo,Sudan,SDN,Critically endangered,200.0,9.4463,34.0219,6.100944444444445,,,
Molo,Sudan,SDN,Critically endangered,100.0,10.898,34.2773,6.100944444444445,,,
Baygo,Sudan,SDN,Extinct,0.0,11.7436,24.6423,6.100944444444445,,,
Berti,Sudan,SDN,Extinct,0.0,14.6898,25.9524,6.100944444444445,,,
Birgid,Sudan,SDN,Extinct,0.0,14.8598,25.0103,6.100944444444445,,,
Eliri,Sudan,SDN,Severely endangered,0.0,4.5706,30.858,6.100944444444445,,,
Gule,Sudan,SDN,Extinct,0.0,10.0986,34.1235,6.100944444444445,,,
Homa,Sudan,SDN,Extinct,0.0,5.5011,27.3779,6.100944444444445,,,
Togoyo,Sudan,SDN,Extinct,0.0,8.5049,24.7961,6.100944444444445,,,
Yem,Ethiopia,ETH,Vulnerable,81613.0,7.6347,37.3205,6.6766296296296295,54.0,50.79,Low Proficiency
Boro,Ethiopia,ETH,Definitely endangered,19878.0,10.3581,35.0024,6.6766296296296295,54.0,50.79,Low Proficiency
Oyda,Ethiopia,ETH,Vulnerable,16597.0,5.9438,36.6503,6.6766296296296295,54.0,50.79,Low Proficiency
Kwama,Ethiopia,ETH,Vulnerable,15000.0,9.5465,34.2059,6.6766296296296295,54.0,50.79,Low Proficiency
Komo,"Ethiopia, Sudan",ETH,Definitely endangered,11500.0,9.0804,34.0905,6.6766296296296295,54.0,50.79,Low Proficiency
Ts'amay,Ethiopia,ETH,Definitely endangered,8621.0,5.4382,37.2463,6.6766296296296295,54.0,50.79,Low Proficiency
Argobba,Ethiopia,ETH,Critically endangered,8000.0,10.5958,39.9792,6.6766296296296295,54.0,50.79,Low Proficiency
Chara,Ethiopia,ETH,Vulnerable,6932.0,6.479,36.3647,6.6766296296296295,54.0,50.79,Low Proficiency
Bussa,Ethiopia,ETH,Vulnerable,6624.0,5.7225,37.1406,6.6766296296296295,54.0,50.79,Low Proficiency
Dimme,Ethiopia,ETH,Vulnerable,6501.0,5.9548,36.2988,6.6766296296296295,54.0,50.79,Low Proficiency
Bambassi,Ethiopia,ETH,Definitely endangered,5000.0,9.7469,34.7662,6.6766296296296295,54.0,50.79,Low Proficiency
Arbore,Ethiopia,ETH,Definitely endangered,4441.0,5.069,36.891999999999996,6.6766296296296295,54.0,50.79,Low Proficiency
Nayi,Ethiopia,ETH,Vulnerable,3656.0,7.2698,36.1724,6.6766296296296295,54.0,50.79,Low Proficiency
Mursi,Ethiopia,ETH,Vulnerable,3278.0,5.5831,36.5075,6.6766296296296295,54.0,50.79,Low Proficiency
Hozo,Ethiopia,ETH,Definitely endangered,3000.0,9.3352,34.53,6.6766296296296295,54.0,50.79,Low Proficiency
Bayso,Ethiopia,ETH,Definitely endangered,2000.0,6.4081,37.749,6.6766296296296295,54.0,50.79,Low Proficiency
Gats'ama - Ganjule - Harro,Ethiopia,ETH,Definitely endangered,2000.0,5.9548,37.5292,6.6766296296296295,54.0,50.79,Low Proficiency
K'emant,Ethiopia,ETH,Severely endangered,1500.0,12.9349,37.2326,6.6766296296296295,54.0,50.79,Low Proficiency
Zay,Ethiopia,ETH,Severely endangered,1000.0,8.0728,38.8476,6.6766296296296295,54.0,50.79,Low Proficiency
Anfillo,Ethiopia,ETH,Critically endangered,500.0,8.5049,34.7415,6.6766296296296295,54.0,50.79,Low Proficiency
Shabo,Ethiopia,ETH,Severely endangered,450.0,7.327000000000001,35.2935,6.6766296296296295,54.0,50.79,Low Proficiency
Opuuo,Ethiopia,ETH,Critically endangered,307.0,8.3202,33.8873,6.6766296296296295,54.0,50.79,Low Proficiency
Karo,Ethiopia,ETH,Critically endangered,200.0,5.2003,36.0681,6.6766296296296295,54.0,50.79,Low Proficiency
Kwegu,Ethiopia,ETH,Critically endangered,103.0,5.4191,36.0791,6.6766296296296295,54.0,50.79,Low Proficiency
Ongota,Ethiopia,ETH,Critically endangered,8.0,5.3207,37.2244,6.6766296296296295,54.0,50.79,Low Proficiency
Boro,"Ethiopia, Togo",ETH,Extinct,0.0,8.6244,0.6262,6.6766296296296295,54.0,50.79,Low Proficiency
Gafat,Ethiopia,ETH,Extinct,0.0,10.6768,35.8264,6.6766296296296295,54.0,50.79,Low Proficiency
Ge'ez,Ethiopia,ETH,Extinct,0.0,8.9936,38.7597,6.6766296296296295,54.0,50.79,Low Proficiency
Qwarenya,Ethiopia,ETH,Extinct,0.0,9.9207,38.3828,6.6766296296296295,54.0,50.79,Low Proficiency
Tai Daeng,"Lao People's Democratic Republic, Viet Nam",LAO,Vulnerable,80000.0,19.8833,104.6166,5.3146111111111125,,,
Tai Neua,Lao People's Democratic Republic,LAO,Vulnerable,70000.0,20.5166,104.3166,5.3146111111111125,,,
Phunoi,Lao People's Democratic Republic,LAO,Vulnerable,37311.0,21.6833,102.1,5.3146111111111125,,,
Saek,"Lao People's Democratic Republic, Thailand",LAO,Definitely endangered,25000.0,19.3166,104.7833,5.3146111111111125,,,
Juk,Lao People's Democratic Republic,LAO,Definitely endangered,15000.0,15.3333,106.85,5.3146111111111125,,,
Akeu,"Lao People's Democratic Republic, Myanmar, Thailand",LAO,Definitely endangered,5000.0,21.5833,101.0166,5.3146111111111125,,,
Maleng,Lao People's Democratic Republic,LAO,Definitely endangered,4000.0,18.0166,105.0,5.3146111111111125,,,
Sila,"Lao People's Democratic Republic, Viet Nam",LAO,Definitely endangered,2600.0,22.3094,102.041,5.3146111111111125,,,
Chepya,Lao People's Democratic Republic,LAO,Definitely endangered,2000.0,21.3833,101.8166,5.3146111111111125,,,
Pasing,Lao People's Democratic Republic,LAO,Definitely endangered,1732.0,21.1254,101.4697,5.3146111111111125,,,
Pong,Lao People's Democratic Republic,LAO,Definitely endangered,1500.0,18.4666,105.05,5.3146111111111125,,,
Triw,Lao People's Democratic Republic,LAO,Definitely endangered,1328.0,15.6833,107.2,5.3146111111111125,,,
Dakkang,Lao People's Democratic Republic,LAO,Definitely endangered,1198.0,15.6333,107.25,5.3146111111111125,,,
Hung,"Lao People's Democratic Republic, Viet Nam",LAO,Definitely endangered,1000.0,18.9062,105.05,5.3146111111111125,,,
May,"Lao People's Democratic Republic, Viet Nam",LAO,Definitely endangered,1000.0,18.0623,105.5786,5.3146111111111125,,,
Sach,"Lao People's Democratic Republic, Viet Nam",LAO,Definitely endangered,1000.0,17.78,105.7666,5.3146111111111125,,,
Thavung (Laos),"Lao People's Democratic Republic, Thailand",LAO,Definitely endangered,1000.0,18.4666,104.6666,5.3146111111111125,,,
Tum,Lao People's Democratic Republic,LAO,Definitely endangered,1000.0,18.7,105.05,5.3146111111111125,,,
Chatong,Lao People's Democratic Republic,LAO,Definitely endangered,580.0,15.65,107.1166,5.3146111111111125,,,
Aheu,Lao People's Democratic Republic,LAO,Definitely endangered,500.0,18.4333,104.5,5.3146111111111125,,,
Swoeng,Lao People's Democratic Republic,LAO,Definitely endangered,492.0,15.3333,106.75,5.3146111111111125,,,
Phong,Lao People's Democratic Republic,LAO,Definitely endangered,300.0,18.3333,105.0,5.3146111111111125,,,
Ruc,"Lao People's Democratic Republic, Viet Nam",LAO,Definitely endangered,250.0,17.6833,105.7833,5.3146111111111125,,,
Bana,Lao People's Democratic Republic,LAO,Severely endangered,200.0,20.4836,100.3161,5.3146111111111125,,,
Theen,Lao People's Democratic Republic,LAO,Severely endangered,200.0,20.2022,102.8538,5.3146111111111125,,,
Mlabri,"Lao People's Democratic Republic, Thailand",LAO,Definitely endangered,149.0,18.4796,101.0961,5.3146111111111125,,,
Arem,"Lao People's Democratic Republic, Viet Nam",LAO,Severely endangered,100.0,18.1771,105.3369,5.3146111111111125,,,
Iduh (Lao PDR),Lao People's Democratic Republic,LAO,Critically endangered,50.0,19.3292,103.3758,5.3146111111111125,,,
Kri,Lao People's Democratic Republic,LAO,Severely endangered,31.0,18.25,105.0,5.3146111111111125,,,
Mok (Lao PDR),Lao People's Democratic Republic,LAO,Definitely endangered,,20.73,101.4197,5.3146111111111125,,,
Razihi,Yemen,YEM,Definitely endangered,75000.0,16.8834,43.2655,7.3051666666666675,,,
Soqotri,Yemen,YEM,Severely endangered,50000.0,12.5331,53.766999999999996,7.3051666666666675,,,
Maori,New Zealand,NZL,Vulnerable,70000.0,-38.4105,177.3632,2.430981481481482,,,
Chamorro,Guam (U.S.A.),GUM,Vulnerable,62500.0,13.4323,144.7338,3.5089074074074067,,,
Limonese Creole,Costa Rica,CRI,Definitely endangered,55000.0,9.9916,-83.0316,3.6761666666666666,36.0,55.01,Moderate Proficiency
Cabécar,Costa Rica,CRI,Vulnerable,7622.0,9.9012,-83.6844,3.6761666666666666,36.0,55.01,Moderate Proficiency
Bribri (Costa Rica),Costa Rica,CRI,Vulnerable,5647.0,9.5596,-83.3073,3.6761666666666666,36.0,55.01,Moderate Proficiency
Ngäbere (Costa Rica),Costa Rica,CRI,Definitely endangered,2041.0,8.4723,-82.9907,3.6761666666666666,36.0,55.01,Moderate Proficiency
Guatuso,Costa Rica,CRI,Severely endangered,300.0,10.6723,-84.8256,3.6761666666666666,36.0,55.01,Moderate Proficiency
Boruca,Costa Rica,CRI,Critically endangered,70.0,9.001,-83.323,3.6761666666666666,36.0,55.01,Moderate Proficiency
Teribe (Costa Rica),Costa Rica,CRI,Critically endangered,57.0,9.0593,-83.2876,3.6761666666666666,36.0,55.01,Moderate Proficiency
Chorotega,Costa Rica,CRI,Critically endangered,16.0,9.8991,-83.6855,3.6761666666666666,36.0,55.01,Moderate Proficiency
Kashubian,Poland,POL,Severely endangered,53000.0,54.2267,18.1713,1.964074074074074,13.0,62.45,High Proficiency
Vilamovian,Poland,POL,Severely endangered,70.0,49.7909,18.762,1.964074074074074,13.0,62.45,High Proficiency
Slovincian,Poland,POL,Extinct,0.0,54.6484,17.2485,1.964074074074074,13.0,62.45,High Proficiency
