Language,Countries Where Spoken,Country Code,Degree of Endangerment,Speakers,Latitude,Longitude,Fertility Rate Avg,2018 Rank,2018 Score,2018 Band
Bhalesi,India,IND,Definitely endangered,,33.3947,76.1352,4.184796296296296,28.0,57.13,Moderate Proficiency
Jad,"India, Pakistan",IND,Definitely endangered,,30.645,78.3627,4.184796296296296,28.0,57.13,Moderate Proficiency
Khasali,India,IND,Definitely endangered,,32.0267,77.893,4.184796296296296,28.0,57.13,Moderate Proficiency
Koro,India,IND,Definitely endangered,,27.1667,92.6312,4.184796296296296,28.0,57.13,Moderate Proficiency
Langrong,India,IND,Critically endangered,,24.4671,94.1473,4.184796296296296,28.0,57.13,Moderate Proficiency
Manda,India,IND,Critically endangered,,20.1384,84.0289,4.184796296296296,28.0,57.13,Moderate Proficiency
Padri,India,IND,Vulnerable,,33.8886,76.3,4.184796296296296,28.0,57.13,Moderate Proficiency
Purik,"India, Pakistan",IND,Vulnerable,,34.3706,76.0144,4.184796296296296,28.0,57.13,Moderate Proficiency
Spiti,"India, Pakistan",IND,Vulnerable,,32.2871,78.2652,4.184796296296296,28.0,57.13,Moderate Proficiency
Tolcha,India,IND,Extinct,,29.9333,80.0326,4.184796296296296,28.0,57.13,Moderate Proficiency
Zangskari,"India, Pakistan",IND,Definitely endangered,,34.0833,76.85,4.184796296296296,28.0,57.13,Moderate Proficiency
Quechua of Southern Bolivia,Bolivia (Plurinational State of),BOL,Vulnerable,2300000.0,-18.0675,-65.7641,5.125037037037037,,,
Aymara,"Bolivia (Plurinational State of), Chile, Peru",BOL,Vulnerable,2000000.0,-16.5835,-68.30199999999999,5.125037037037037,,,
Quechua of Northern Bolivia,Bolivia (Plurinational State of),BOL,Vulnerable,100000.0,-15.3649,-69.0518,5.125037037037037,,,
Mojo,Bolivia (Plurinational State of),BOL,Definitely endangered,10000.0,-14.966,-65.1708,5.125037037037037,,,
Chiquitano (Bolivia),Bolivia (Plurinational State of),BOL,Definitely endangered,6500.0,-16.5835,-61.6113,5.125037037037037,,,
Chimané,Bolivia (Plurinational State of),BOL,Vulnerable,5300.0,-15.2629,-66.8518,5.125037037037037,,,
Guarayu,Bolivia (Plurinational State of),BOL,Definitely endangered,5000.0,-15.919,-62.8747,5.125037037037037,,,
Ayoreo,Bolivia (Plurinational State of),BOL,Definitely endangered,3700.0,-18.719,-59.6228,5.125037037037037,,,
Yuracaré,Bolivia (Plurinational State of),BOL,Definitely endangered,2675.0,-16.6888,-65.4345,5.125037037037037,,,
Movima,Bolivia (Plurinational State of),BOL,Severely endangered,1452.0,-13.7954,-65.4345,5.125037037037037,,,
Chipaya,Bolivia (Plurinational State of),BOL,Definitely endangered,1050.0,-19.2074,-68.2031,5.125037037037037,,,
Ese eja,"Bolivia (Plurinational State of), Peru",BOL,Definitely endangered,782.0,-12.5867,-69.0161,5.125037037037037,,,
Mosetén,Bolivia (Plurinational State of),BOL,Severely endangered,585.0,-15.4113,-67.5,5.125037037037037,,,
Chácobo,Bolivia (Plurinational State of),BOL,Definitely endangered,550.0,-11.3454,-65.8135,5.125037037037037,,,
Sirionó,Bolivia (Plurinational State of),BOL,Severely endangered,400.0,-14.557,-63.7316,5.125037037037037,,,
"Yaminahua (Bolivia, Peru)","Bolivia (Plurinational State of), Peru",BOL,Severely endangered,400.0,-10.7469,-71.7297,5.125037037037037,,,
Machineri (Bolivia),Bolivia (Plurinational State of),BOL,Severely endangered,140.0,-11.145999999999999,-69.0161,5.125037037037037,,,
Yuki,Bolivia (Plurinational State of),BOL,Severely endangered,125.0,-16.2463,-65.0061,5.125037037037037,,,
Callahuaya,Bolivia (Plurinational State of),BOL,Critically endangered,100.0,-15.1357,-69.1699,5.125037037037037,,,
Araona,Bolivia (Plurinational State of),BOL,Severely endangered,81.0,-12.4473,-68.1372,5.125037037037037,,,
Moré,Bolivia (Plurinational State of),BOL,Critically endangered,76.0,-12.0822,-64.9731,5.125037037037037,,,
Baure,Bolivia (Plurinational State of),BOL,Critically endangered,55.0,-13.1008,-64.5007,5.125037037037037,,,
Leco,Bolivia (Plurinational State of),BOL,Critically endangered,20.0,-15.585999999999999,-67.9064,5.125037037037037,,,
Pacahuara,Bolivia (Plurinational State of),BOL,Critically endangered,18.0,-11.4369,-65.6762,5.125037037037037,,,
Itonama,Bolivia (Plurinational State of),BOL,Critically endangered,5.0,-13.6246,-63.5668,5.125037037037037,,,
Paunaca,Bolivia (Plurinational State of),BOL,Critically endangered,5.0,-16.573,-61.4355,5.125037037037037,,,
Canichana,Bolivia (Plurinational State of),BOL,Extinct,3.0,-14.5835,-64.9731,5.125037037037037,,,
Cayuvava,Bolivia (Plurinational State of),BOL,Critically endangered,2.0,-12.7903,-65.3247,5.125037037037037,,,
Uru,Bolivia (Plurinational State of),BOL,Extinct,1.0,-16.5519,-68.6645,5.125037037037037,,,
Apolista,Bolivia (Plurinational State of),BOL,Extinct,0.0,-14.4027,-68.6206,5.125037037037037,,,
Jorá,Bolivia (Plurinational State of),BOL,Critically endangered,0.0,-14.0246,-63.3581,5.125037037037037,,,
Cavineña,Bolivia (Plurinational State of),BOL,Definitely endangered,,-12.3829,-66.7419,5.125037037037037,,,
Reyesano,Bolivia (Plurinational State of),BOL,Critically endangered,,-14.7748,-66.9396,5.125037037037037,,,
Tacana,Bolivia (Plurinational State of),BOL,Definitely endangered,,-13.272,-67.7856,5.125037037037037,,,
Venetan,"Croatia, Italy, Slovenia",HRV,Vulnerable,2000000.0,45.4601,12.1948,1.7821481481481485,17.0,60.16,High Proficiency
Vojvodina Rusyn,"Croatia, Serbia",HRV,Definitely endangered,30000.0,45.6351,19.1903,1.7821481481481485,17.0,60.16,High Proficiency
Arbanasi,Croatia,HRV,Severely endangered,500.0,44.0994,15.2545,1.7821481481481485,17.0,60.16,High Proficiency
Istriot,Croatia,HRV,Severely endangered,400.0,45.0541,13.7246,1.7821481481481485,17.0,60.16,High Proficiency
Istro-Romanian,Croatia,HRV,Severely endangered,300.0,45.3907,14.436,1.7821481481481485,17.0,60.16,High Proficiency
Dalmatian,Croatia,HRV,Extinct,0.0,45.0599,14.5719,1.7821481481481485,17.0,60.16,High Proficiency
Zazaki,Turkey,TUR,Vulnerable,2000000.0,38.8824,40.4846,3.827092592592592,73.0,47.17,Very Low Proficiency
Western Armenian (Turkey),Turkey,TUR,Definitely endangered,50000.0,41.0213,28.9324,3.827092592592592,73.0,47.17,Very Low Proficiency
Hértevin,Turkey,TUR,Critically endangered,1000.0,37.9268,42.5473,3.827092592592592,73.0,47.17,Very Low Proficiency
Cappadocian Greek (Turkey),Turkey,TUR,Extinct,0.0,38.048,32.6953,3.827092592592592,73.0,47.17,Very Low Proficiency
Mlahso (Turkey),Turkey,TUR,Extinct,0.0,38.4595,40.6507,3.827092592592592,73.0,47.17,Very Low Proficiency
Ubykh (Turkey),Turkey,TUR,Extinct,0.0,40.0402,28.0096,3.827092592592592,73.0,47.17,Very Low Proficiency
Homshetsma (Turkey),Turkey,TUR,Definitely endangered,,41.468,41.558,3.827092592592592,73.0,47.17,Very Low Proficiency
Tamajeq,Niger,NER,Vulnerable,1750000.0,17.2352,8.0859,7.585222222222222,,,
Tetserret,Niger,NER,Severely endangered,40000.0,15.4907,6.2072,7.585222222222222,,,
Scots,United Kingdom of Great Britain and Northern Ireland,GBR,Vulnerable,1500000.0,56.2189,-3.7683,2.003888888888889,,,
Welsh,United Kingdom of Great Britain and Northern Ireland,GBR,Vulnerable,750000.0,52.4459,-3.5485,2.003888888888889,,,
Scottish Gaelic,United Kingdom of Great Britain and Northern Ireland,GBR,Definitely endangered,58552.0,58.1011,-6.7675,2.003888888888889,,,
Jersey French,United Kingdom of Great Britain and Northern Ireland,GBR,Severely endangered,2874.0,49.2211,-2.1368,2.003888888888889,,,
Guernsey French,United Kingdom of Great Britain and Northern Ireland,GBR,Severely endangered,1327.0,49.4502,-2.5927,2.003888888888889,,,
Alderney French,United Kingdom of Great Britain and Northern Ireland,GBR,Extinct,0.0,49.7098,-2.2075,2.003888888888889,,,
Norn,United Kingdom of Great Britain and Northern Ireland,GBR,Extinct,0.0,60.3051,-1.2744,2.003888888888889,,,
Cornish,United Kingdom of Great Britain and Northern Ireland,GBR,Critically endangered,,50.4575,-4.746,2.003888888888889,,,
Manx,United Kingdom of Great Britain and Northern Ireland,GBR,Critically endangered,,54.2106,-4.5318,2.003888888888889,,,
West Flemish,"Belgium, France, Netherlands",BEL,Vulnerable,1500000.0,51.0275,3.0541,1.8653703703703708,11.0,63.52,Very High Proficiency
Picard,"Belgium, France",BEL,Severely endangered,700000.0,50.2331,2.7905,1.8653703703703708,11.0,63.52,Very High Proficiency
Walloon,"Belgium, France, Luxembourg",BEL,Definitely endangered,600000.0,50.4575,4.8559,1.8653703703703708,11.0,63.52,Very High Proficiency
Champenois,"Belgium, France",BEL,Severely endangered,,48.6474,4.3725,1.8653703703703708,11.0,63.52,Very High Proficiency
Lorrain,"Belgium, France",BEL,Severely endangered,,48.8357,6.0644,1.8653703703703708,11.0,63.52,Very High Proficiency
Bashkir,Russian Federation,RUS,Vulnerable,1379727.0,54.7309,55.9863,1.788074074074074,,,
Chechen,Russian Federation,RUS,Vulnerable,1331844.0,43.1971,45.7031,1.788074074074074,,,
Chuvash,Russian Federation,RUS,Vulnerable,1325382.0,56.1394,47.2412,1.788074074074074,,,
Avar,Russian Federation,RUS,Vulnerable,784840.0,42.4801,46.8017,1.788074074074074,,,
Kabard-Cherkes,"Russian Federation, Turkey",RUS,Vulnerable,650000.0,43.7393,43.4289,1.788074074074074,,,
Dargwa,Russian Federation,RUS,Vulnerable,503523.0,42.1145,47.4938,1.788074074074074,,,
Udmurt,Russian Federation,RUS,Definitely endangered,463837.0,57.2315,52.8662,1.788074074074074,,,
Kumyk,Russian Federation,RUS,Vulnerable,458121.0,43.397,46.9775,1.788074074074074,,,
Yakut,Russian Federation,RUS,Vulnerable,456288.0,62.3496,130.8691,1.788074074074074,,,
Eastern Mari,Russian Federation,RUS,Definitely endangered,414211.0,56.632,47.8784,1.788074074074074,,,
Ingush,Russian Federation,RUS,Vulnerable,405343.0,43.145,45.1043,1.788074074074074,,,
Erzya,Russian Federation,RUS,Definitely endangered,400000.0,54.1302,45.4394,1.788074074074074,,,
Karachay-Balkar,Russian Federation,RUS,Vulnerable,302748.0,44.2137,42.8466,1.788074074074074,,,
Buryat (Trans-Baikal),Russian Federation,RUS,Definitely endangered,300000.0,50.8336,109.5117,1.788074074074074,,,
Komi,Russian Federation,RUS,Definitely endangered,217316.0,62.3087,51.5917,1.788074074074074,,,
Moksha,Russian Federation,RUS,Definitely endangered,200000.0,54.1817,43.2751,1.788074074074074,,,
Kalmyk,Russian Federation,RUS,Definitely endangered,153602.0,46.2026,45.8239,1.788074074074074,,,
Lak,Russian Federation,RUS,Vulnerable,153373.0,42.0125,47.2521,1.788074074074074,,,
Tabasaran,Russian Federation,RUS,Vulnerable,128391.0,41.8081,47.9882,1.788074074074074,,,
Permyak,Russian Federation,RUS,Definitely endangered,94328.0,59.20399999999999,54.5361,1.788074074074074,,,
Nogay (Caucasus),Russian Federation,RUS,Definitely endangered,90020.0,43.8028,46.2744,1.788074074074074,,,
Khakas,Russian Federation,RUS,Definitely endangered,52217.0,53.7746,90.3735,1.788074074074074,,,
Buryat (Cis-Baikal),Russian Federation,RUS,Severely endangered,50000.0,52.7961,104.8809,1.788074074074074,,,
Southern Altay,Russian Federation,RUS,Definitely endangered,50000.0,51.068999999999996,86.5942,1.788074074074074,,,
Western Mari,Russian Federation,RUS,Severely endangered,36822.0,56.3317,46.5545,1.788074074074074,,,
Abaza,"Russian Federation, Turkey",RUS,Definitely endangered,31000.0,44.1556,41.9368,1.788074074074074,,,
Tundra Nenets,Russian Federation,RUS,Definitely endangered,30000.0,67.5001,67.7856,1.788074074074074,,,
Agul,Russian Federation,RUS,Definitely endangered,29399.0,41.7518,47.6875,1.788074074074074,,,
Andi,Russian Federation,RUS,Definitely endangered,23729.0,42.7308,46.2963,1.788074074074074,,,
Tsez,Russian Federation,RUS,Definitely endangered,15356.0,42.2376,45.8734,1.788074074074074,,,
Chamalal,Russian Federation,RUS,Definitely endangered,12000.0,42.5712,46.0739,1.788074074074074,,,
Yurt Tatar,Russian Federation,RUS,Definitely endangered,12000.0,46.3943,48.3288,1.788074074074074,,,
Karelian (Tver),Russian Federation,RUS,Definitely endangered,10000.0,58.1533,36.101,1.788074074074074,,,
Northern Khanty,Russian Federation,RUS,Definitely endangered,10000.0,63.7047,66.676,1.788074074074074,,,
Trukhmen,"Russian Federation, Turkmenistan",RUS,Definitely endangered,10000.0,44.4886,44.5385,1.788074074074074,,,
Chukchi,Russian Federation,RUS,Severely endangered,7742.0,67.6248,176.1767,1.788074074074074,,,
Karagash,Russian Federation,RUS,Definitely endangered,7000.0,47.2643,47.2412,1.788074074074074,,,
Karata,Russian Federation,RUS,Definitely endangered,6574.0,42.5874,46.3348,1.788074074074074,,,
Bezhta,Russian Federation,RUS,Definitely endangered,6461.0,42.1369,46.1508,1.788074074074074,,,
Shor,Russian Federation,RUS,Severely endangered,6210.0,53.0544,87.7478,1.788074074074074,,,
Tindi,Russian Federation,RUS,Definitely endangered,6000.0,42.466,46.1453,1.788074074074074,,,
Akhvakh,Russian Federation,RUS,Definitely endangered,5793.0,42.472,46.3238,1.788074074074074,,,
Veps,Russian Federation,RUS,Severely endangered,5753.0,60.3269,34.8046,1.788074074074074,,,
Bagvalal,Russian Federation,RUS,Definitely endangered,5000.0,42.5247,46.192,1.788074074074074,,,
Dolgan,Russian Federation,RUS,Definitely endangered,4865.0,71.3851,97.3388,1.788074074074074,,,
Botlikh,Russian Federation,RUS,Definitely endangered,4000.0,42.6602,46.2222,1.788074074074074,,,
Godoberi,Russian Federation,RUS,Definitely endangered,4000.0,42.643,46.1027,1.788074074074074,,,
Eastern Khanty,Russian Federation,RUS,Definitely endangered,3000.0,61.2491,74.5092,1.788074074074074,,,
Lude,Russian Federation,RUS,Severely endangered,3000.0,61.5867,33.6813,1.788074074074074,,,
Northern Mansi,Russian Federation,RUS,Severely endangered,2746.0,62.6539,63.1494,1.788074074074074,,,
Koryak,Russian Federation,RUS,Severely endangered,2000.0,61.8561,168.6621,1.788074074074074,,,
Hunzib,Russian Federation,RUS,Definitely endangered,1839.0,42.1654,46.2991,1.788074074074074,,,
Forest Nenets,Russian Federation,RUS,Severely endangered,1500.0,64.9188,77.7941,1.788074074074074,,,
Karelian (Tikhvin),Russian Federation,RUS,Severely endangered,1500.0,59.601000000000006,33.3544,1.788074074074074,,,
Alutor,Russian Federation,RUS,Severely endangered,1000.0,60.2016,165.4238,1.788074074074074,,,
Inkhokvari,Russian Federation,RUS,Definitely endangered,1000.0,42.3981,46.0299,1.788074074074074,,,
Kildin Saami,Russian Federation,RUS,Severely endangered,787.0,68.0075,35.0079,1.788074074074074,,,
Ulcha,Russian Federation,RUS,Critically endangered,732.0,52.0457,140.4162,1.788074074074074,,,
Nivkh (Sakhalin),Russian Federation,RUS,Severely endangered,688.0,51.7814,143.1628,1.788074074074074,,,
Northern Selkup,Russian Federation,RUS,Severely endangered,600.0,65.7035,82.4441,1.788074074074074,,,
Hinukh,Russian Federation,RUS,Definitely endangered,548.0,42.1801,45.977,1.788074074074074,,,
Archi,Russian Federation,RUS,Definitely endangered,524.0,41.9839,46.8127,1.788074074074074,,,
Nganasan,Russian Federation,RUS,Severely endangered,505.0,72.816,91.58200000000001,1.788074074074074,,,
Khvarshi,Russian Federation,RUS,Definitely endangered,500.0,42.3417,46.1212,1.788074074074074,,,
Alabugat Tatar,Russian Federation,RUS,Definitely endangered,422.0,45.4447,47.0324,1.788074074074074,,,
Central Siberian Yupik (Chukotka),Russian Federation,RUS,Severely endangered,200.0,64.546,-173.128,1.788074074074074,,,
Ingrian,Russian Federation,RUS,Severely endangered,200.0,59.7397,28.7017,1.788074074074074,,,
Ket,Russian Federation,RUS,Severely endangered,150.0,62.6236,87.7148,1.788074074074074,,,
Tundra Yukagir,Russian Federation,RUS,Critically endangered,150.0,69.1654,154.4732,1.788074074074074,,,
Negidal,Russian Federation,RUS,Critically endangered,147.0,52.942,139.779,1.788074074074074,,,
Itelmen,Russian Federation,RUS,Critically endangered,100.0,57.1496,156.9012,1.788074074074074,,,
Oroch,Russian Federation,RUS,Critically endangered,100.0,49.1781,139.7625,1.788074074074074,,,
East Cape Yupik,Russian Federation,RUS,Critically endangered,70.0,66.0166,-169.7166,1.788074074074074,,,
Orok,Russian Federation,RUS,Critically endangered,64.0,52.3437,143.0557,1.788074074074074,,,
Forest Yukagir,Russian Federation,RUS,Critically endangered,50.0,65.4936,151.0757,1.788074074074074,,,
Tofa,Russian Federation,RUS,Critically endangered,40.0,53.7324,98.2589,1.788074074074074,,,
Udege,Russian Federation,RUS,Critically endangered,40.0,47.6209,136.0903,1.788074074074074,,,
Chulym Turk,Russian Federation,RUS,Critically endangered,35.0,57.3354,88.1542,1.788074074074074,,,
Forest Enets,Russian Federation,RUS,Critically endangered,20.0,68.6836,86.2727,1.788074074074074,,,
Vote,Russian Federation,RUS,Critically endangered,20.0,59.5858,28.4518,1.788074074074074,,,
Copper Island Aleut,Russian Federation,RUS,Critically endangered,10.0,54.7753,167.5662,1.788074074074074,,,
Ter Saami,Russian Federation,RUS,Critically endangered,10.0,68.0638,38.7063,1.788074074074074,,,
Tundra Enets,Russian Federation,RUS,Critically endangered,10.0,71.6973,83.5839,1.788074074074074,,,
"Aleut (Western, Commander Islands)",Russian Federation,RUS,Critically endangered,5.0,55.17100000000001,166.09400000000002,1.788074074074074,,,
Central Selkup,Russian Federation,RUS,Critically endangered,5.0,59.8903,82.0129,1.788074074074074,,,
Southern Selkup,Russian Federation,RUS,Critically endangered,5.0,58.6626,85.8581,1.788074074074074,,,
Ainu (Kuril),Russian Federation,RUS,Extinct,0.0,46.8882,152.0068,1.788074074074074,,,
Ainu (Sakhalin),Russian Federation,RUS,Extinct,0.0,47.3983,142.2949,1.788074074074074,,,
Akkala Saami,Russian Federation,RUS,Extinct,0.0,67.5809,31.668000000000003,1.788074074074074,,,
Arin,Russian Federation,RUS,Extinct,0.0,56.2982,91.7468,1.788074074074074,,,
Arman,Russian Federation,RUS,Extinct,0.0,59.6732,150.1391,1.788074074074074,,,
Eastern Kamchadal,Russian Federation,RUS,Extinct,0.0,56.511,161.0156,1.788074074074074,,,
Kamas,Russian Federation,RUS,Extinct,0.0,57.9964,92.8784,1.788074074074074,,,
Kamas Turk,Russian Federation,RUS,Extinct,0.0,58.108999999999995,92.7101,1.788074074074074,,,
Karelian (Valday),Russian Federation,RUS,Extinct,0.0,58.0284,33.3215,1.788074074074074,,,
Kerek,Russian Federation,RUS,Extinct,0.0,62.5996,176.9183,1.788074074074074,,,
Kott,Russian Federation,RUS,Extinct,0.0,56.3013,94.5318,1.788074074074074,,,
Mator,Russian Federation,RUS,Extinct,0.0,54.0593,95.4492,1.788074074074074,,,
Old Prussian,Russian Federation,RUS,Extinct,0.0,54.8987,20.4895,1.788074074074074,,,
Old Sirenik,Russian Federation,RUS,Extinct,0.0,64.4194,-173.9657,1.788074074074074,,,
Pumpokol,Russian Federation,RUS,Extinct,0.0,58.6397,87.51700000000001,1.788074074074074,,,
Seward Peninsula Inupiaq (Big Diomede Island),Russian Federation,RUS,Extinct,0.0,65.7853,-169.0686,1.788074074074074,,,
Southern Kamchadal,Russian Federation,RUS,Extinct,0.0,52.6963,156.7089,1.788074074074074,,,
Southern Khanty,Russian Federation,RUS,Extinct,0.0,60.4301,69.9829,1.788074074074074,,,
Southern Mansi,Russian Federation,RUS,Extinct,0.0,58.4362,65.5664,1.788074074074074,,,
Soyot,Russian Federation,RUS,Extinct,0.0,52.0406,101.0659,1.788074074074074,,,
Ubykh (Caucasus),Russian Federation,RUS,Extinct,0.0,43.5585,39.8597,1.788074074074074,,,
Western Mansi,Russian Federation,RUS,Extinct,0.0,61.1432,62.4023,1.788074074074074,,,
Yug,Russian Federation,RUS,Extinct,0.0,61.0901,88.1982,1.788074074074074,,,
Yurats,Russian Federation,RUS,Extinct,0.0,69.2872,81.914,1.788074074074074,,,
Baraba Tatar,Russian Federation,RUS,Severely endangered,,55.2478,77.893,1.788074074074074,,,
Eastern Mansi,Russian Federation,RUS,Critically endangered,,60.7752,67.6098,1.788074074074074,,,
Even (Kamtchatka),Russian Federation,RUS,Severely endangered,,56.062,158.9501,1.788074074074074,,,
Even (Siberia),Russian Federation,RUS,Severely endangered,,67.6593,134.6594,1.788074074074074,,,
Evenki (Northern Siberia),Russian Federation,RUS,Severely endangered,,64.2875,100.2282,1.788074074074074,,,
Evenki (Sakhalin),Russian Federation,RUS,Severely endangered,,51.727,142.5585,1.788074074074074,,,
Kili,Russian Federation,RUS,Severely endangered,,48.8068,134.121,1.788074074074074,,,
Nivkh (Amur),Russian Federation,RUS,Critically endangered,,53.2684,140.4107,1.788074074074074,,,
